dating_id,entity_id,date_type,depth_dating,dating_thickness,lab_num,material_dated,min_weight,max_weight,uncorr_age,uncorr_age_uncert_pos,uncorr_age_uncert_neg,c14_correction,calib_used,date_used,u238_content,u238_uncertainty,th232_content,th232_uncertainty,th230_content,th230_uncertainty,th230_th232_ratio,th230_th232_ratio_uncertainty,th230_u238_activity,th230_u238_activity_uncertainty,u234_u238_activity,u234_u238_activity_uncertainty,ini_230th_232th_ratio,ini_230th_232th_ratio_uncertainty,decay_constant,corr_age,corr_age_uncert_pos,corr_age_uncert_neg,date_used_lin_interp,date_used_lin_reg,date_used_bchron,date_used_bacon,date_used_oxcal,date_used_copra,date_used_stalage
8352,446,ICP-MS U/Th Other,286,,B3-3,calcite,,,2551,22,22,,,yes,252,0.32,172,23,,,,,0.0231,0.00047,0.9801,0.0015,,,Cheng et al. 2000,2519,59,59,yes,,yes,yes,yes,yes,yes
8353,446,ICP-MS U/Th Other,307,,B3-11,calcite,,,2666,135,135,,,yes,352,0.45,297,15,,,,,0.02437,0.00119,0.9912,0.0014,,,Cheng et al. 2000,2627,138,138,yes,,yes,yes,yes,yes,yes
8354,446,ICP-MS U/Th Other,330,,B3-6,calcite,,,3233,55,55,,,yes,173,0.22,55.3,23,,,,,0.02916,0.00047,0.9838,0.0017,,,Cheng et al. 2000,3218,56,56,yes,,yes,yes,yes,yes,yes
8355,446,ICP-MS U/Th Other,339,,B3-13,calcite,,,3637,59,59,,,yes,200,0.39,57,21,,,,,0.03285,0.00051,0.9886,0.0122,,,Cheng et al. 2000,3625,60,60,yes,,yes,yes,yes,yes,yes
8356,446,ICP-MS U/Th Other,396,,B3-10,calcite,,,4138,38,38,,,yes,472,0.59,1060,24,,,,,0.03756,0.00033,0.9975,0.0012,,,Cheng et al. 2000,4034,84,84,yes,,yes,yes,yes,yes,yes
8357,446,ICP-MS U/Th Other,465,,B3-7,calcite,,,4184,46,46,,,yes,301,0.49,207,23,,,,,0.03798,0.0004,0.998,0.0016,,,Cheng et al. 2000,4152,51,51,yes,,yes,yes,yes,yes,yes
8358,446,ICP-MS U/Th Other,488,,B3-5,calcite,,,4267,50,50,,,yes,452,0.53,60.5,23,,,,,0.03855,0.00043,0.994,0.0013,,,Cheng et al. 2000,4260,50,50,yes,,yes,yes,yes,yes,yes
8359,446,ICP-MS U/Th Other,545,,B3-4,calcite,,,4641,86,86,,,yes,165,0.22,40,23,,,,,0.04148,0.00074,0.986,0.0018,,,Cheng et al. 2000,4629,87,87,yes,,yes,yes,yes,yes,yes
8360,446,ICP-MS U/Th Other,598,,B3-12,calcite,,,5171,56,56,,,yes,269,0.3,21.8,15,,,,,0.04675,0.00049,1.0008,0.0012,,,Cheng et al. 2000,5167,57,57,yes,,yes,yes,yes,yes,yes
8361,446,ICP-MS U/Th Other,640,,B3-1,calcite,,,5387,109,109,,,yes,386,0.68,29,45,,,,,0.04806,0.00093,0.9891,0.0021,,,Cheng et al. 2000,5383,109,109,yes,,yes,yes,yes,yes,yes
8362,446,ICP-MS U/Th Other,789,,B4-2,calcite,,,5786,51,51,,,yes,324,0.43,116,23,,,,,0.05078,0.00043,0.9754,0.0013,,,Cheng et al. 2000,5769,53,53,yes,,yes,yes,yes,yes,yes
8363,446,ICP-MS U/Th Other,916,,B4-5T,calcite,,,6367,51,51,,,yes,329,0.73,307,15,,,,,0.05656,0.00042,0.9907,0.0019,,,Cheng et al. 2000,6324,60,60,yes,,yes,yes,yes,yes,yes
8364,446,ICP-MS U/Th Other,985,,B4-1,calcite,,,6571,62,62,,,yes,270,0.35,130,24,,,,,0.05869,0.00053,0.9971,0.0015,,,Cheng et al. 2000,6549,64,64,yes,,yes,yes,yes,yes,yes
8365,446,ICP-MS U/Th Other,1092,,B4-4,calcite,,,7004,38,38,,,yes,474,0.57,64,15,,,,,0.06265,0.00031,1.0011,0.0012,,,Cheng et al. 2000,6998,38,38,yes,,yes,yes,yes,yes,yes
8366,446,ICP-MS U/Th Other,1212,,B5-1,calcite,,,7406,61,61,,,yes,265,0.31,41.3,21,,,,,0.06549,0.00051,0.9919,0.0013,,,Cheng et al. 2000,7399,62,62,yes,,yes,yes,yes,yes,yes
8367,446,ICP-MS U/Th Other,1258,,B5-2,calcite,,,7698,43,43,,,yes,373,0.46,84,13,,,,,0.06741,0.00035,0.9837,0.0013,,,Cheng et al. 2000,7687,44,44,yes,,yes,yes,yes,yes,yes
8368,446,ICP-MS U/Th Other,1412,,B6-3,calcite,,,8076,73,73,,,yes,338,0.51,137,0.22,,,,,0.06968,0.00059,0.9717,0.0016,,,Cheng et al. 2000,8056,74,74,yes,,yes,yes,yes,yes,yes
8369,446,ICP-MS U/Th Other,1482,,B6-4,calcite,,,8201,75,75,,,yes,230,0.3,20.2,23.1,,,,,0.07216,0.00062,0.9913,0.0016,,,Cheng et al. 2000,8197,75,75,yes,,yes,yes,yes,yes,yes
8370,446,ICP-MS U/Th Other,1548,,B6-9T,calcite,,,8496,61,61,,,yes,385,0.97,196,15,,,,,0.07413,0.00048,0.9845,0.0023,,,Cheng et al. 2000,8472,64,64,yes,,yes,yes,yes,yes,yes
8371,446,ICP-MS U/Th Other,1626,,B6-2,calcite,,,8906,72,72,,,yes,289,0.4,101,22,,,,,0.07873,0.0006,0.9996,0.0015,,,Cheng et al. 2000,8890,73,73,yes,,yes,yes,yes,yes,yes
8372,446,ICP-MS U/Th Other,1638,,B6-1,calcite,,,9669,107,107,,,yes,249,0.74,3019,23,,,,,0.08494,0.0008,0.9972,0.0046,,,Cheng et al. 2000,9105,416,416,yes,,yes,yes,yes,yes,yes
8373,446,ICP-MS U/Th Other,1653,,B6-8,calcite,,,9609,62,62,,,yes,309,0.36,439,14,,,,,0.08328,0.0005,0.9837,0.0013,,,Cheng et al. 2000,9542,78,78,yes,,yes,yes,yes,yes,yes
8374,446,ICP-MS U/Th Other,1668,,B6-5,calcite,,,10012,109,109,,,yes,294,0.54,219,24,,,,,0.08664,0.00088,0.9842,0.0018,,,Cheng et al. 2000,9977,112,112,yes,,yes,yes,yes,yes,yes
8375,446,ICP-MS U/Th Other,1691,,B6-7,calcite,,,10465,60,60,,,yes,314,0.39,458,15,,,,,0.09116,0.00048,0.9927,0.0015,,,Cheng et al. 2000,10397,77,77,yes,,yes,yes,yes,yes,yes
8376,446,ICP-MS U/Th Other,1717,,B7-8,calcite,,,10927,116,116,,,yes,372,0.71,217,23,,,,,0.09497,0.00093,0.9929,0.0019,,,Cheng et al. 2000,10890,118,118,yes,,yes,yes,yes,yes,yes
8377,446,ICP-MS U/Th Other,1742,,B7-1,calcite,,,11414,82,82,,,yes,366,0.45,354,23,,,,,0.09879,0.00065,0.9912,0.0013,,,Cheng et al. 2000,11368,88,88,yes,,yes,yes,yes,yes,yes
8378,446,ICP-MS U/Th Other,1763,,B7-9,calcite,,,11751,86,86,,,yes,452,1.25,265,15,,,,,0.10051,0.00086,0.9813,0.0025,,,Cheng et al. 2000,11723,88,88,yes,,yes,yes,yes,yes,yes
8379,446,ICP-MS U/Th Other,1783,,B7-7,calcite,,,12162,80,80,,,yes,428,0.82,117,23,,,,,0.10415,0.00061,0.9844,0.0018,,,Cheng et al. 2000,12149,81,81,yes,,yes,yes,yes,yes,yes
8380,446,ICP-MS U/Th Other,1795,,B7-2,calcite,,,12571,81,81,,,yes,386,0.66,465,22,,,,,0.1061,0.00062,0.9723,0.0016,,,Cheng et al. 2000,12514,91,91,yes,,yes,yes,yes,yes,yes
8381,446,ICP-MS U/Th Other,1812,,B7-3,calcite,,,13005,90,90,,,yes,348,0.59,73.1,23,,,,,0.11069,0.00069,0.9824,0.0016,,,Cheng et al. 2000,12995,90,90,yes,,yes,yes,yes,yes,yes
8382,446,ICP-MS U/Th Other,1833,,B7-6,calcite,,,13172,95,95,,,yes,372,0.62,23.9,24,,,,,0.1135,0.00074,0.9951,0.0016,,,Cheng et al. 2000,13169,95,95,yes,,yes,yes,yes,yes,yes
8383,446,ICP-MS U/Th Other,1844,,B7-4,calcite,,,13170,97,97,,,yes,287,0.49,72.3,22,,,,,0.11427,0.00077,1.0014,0.0017,,,Cheng et al. 2000,13165,98,98,yes,,yes,yes,yes,yes,yes
8384,446,ICP-MS U/Th Other,1869,,B7-5,calcite,,,13653,103,103,,,yes,302,0.88,98.4,23,,,,,0.11682,0.00074,0.9906,0.003,,,Cheng et al. 2000,13638,104,104,yes,,yes,yes,yes,yes,yes
8385,446,ICP-MS U/Th Other,1886,,B8-2,calcite,,,14130,103,103,,,yes,284,0.52,78.1,22,,,,,0.12077,0.00079,0.9917,0.0017,,,Cheng et al. 2000,14117,103,103,yes,,yes,yes,yes,yes,yes
8386,446,ICP-MS U/Th Other,1905,,B8-3,calcite,,,14907,102,102,,,yes,259,0.46,397,23,,,,,0.12732,0.00078,0.9946,0.0018,,,Cheng et al. 2000,14835,114,114,yes,,yes,yes,yes,yes,yes
8387,446,ICP-MS U/Th Other,1921,,B8-4,calcite,,,15552,94,94,,,yes,327,0.52,81.4,23,,,,,0.13317,0.00072,1,0.0015,,,Cheng et al. 2000,15541,95,95,yes,,yes,yes,yes,yes,yes
8388,446,ICP-MS U/Th Other,1935,,B8-1,calcite,,,15983,97,97,,,yes,406,0.55,562,22,,,,,0.13511,0.00074,0.989,0.0014,,,Cheng et al. 2000,15918,108,108,yes,,yes,yes,yes,yes,yes
8389,447,MC-ICP-MS U/Th,1.35,1.1,JAR4-3,aragonite,20,100,20,4,4,,,yes,2122,7.7,329,4,,,0.0003,5e-05,0.00027,0.001,1.028,0.005,,,Cheng et al. 2000,-39,4,4,yes,,yes,yes,,yes,yes
8390,447,MC-ICP-MS U/Th,4.59,1.1,JAR4-6,aragonite,20,100,76,5,5,,,yes,1538.1,2.7,329,7,,,78,6,0.001,0.0001,1.078,0.006,,,Cheng et al. 2000,16,6,6,yes,,yes,yes,,yes,yes
8391,447,MC-ICP-MS U/Th,8.18,1.1,JAR4-10,aragonite,20,100,124,3,3,,,yes,2531.5,7.1,288,6,,,240,8,0.0017,1e-05,1.24,0.008,,,Cheng et al. 2000,65,3,3,yes,,yes,yes,,yes,yes
8392,447,MC-ICP-MS U/Th,11.84,1.1,JAR4-13,aragonite,20,100,117,3,3,,,yes,1891.6,3.6,351,7,,,139,4,0.0016,1e-05,1.139,0.004,,,Cheng et al. 2000,57,4,4,yes,,yes,yes,,yes,yes
8393,447,MC-ICP-MS U/Th,15.21,1.1,JAR4-20,aragonite,20,100,150,3,3,,,yes,2708.2,8.7,730,15,,,121,3,0.002,1e-05,1.121,0.003,,,Cheng et al. 2000,89,5,5,yes,,yes,yes,,yes,yes
8394,447,MC-ICP-MS U/Th,18.4,1.1,JAR4-23,aragonite,20,100,181,4,4,,,yes,1593.3,3,578,12,,,114,4,0.0025,0.0001,1.114,0.004,,,Cheng et al. 2000,118,7,7,yes,,yes,yes,,yes,yes
8395,447,MC-ICP-MS U/Th,21.93,1.1,JAR4-26,aragonite,20,100,194,3,3,,,yes,1517.1,4,159,3,,,420,12,0.0027,1e-05,1.42,0.012,,,Cheng et al. 2000,136,4,4,yes,,yes,yes,,yes,yes
8396,447,MC-ICP-MS U/Th,24.84,1.1,JAR4-31,aragonite,20,100,204,4,4,,,yes,1454.5,2.6,219,5,,,308,9,0.0028,0.0001,1.308,0.009,,,Cheng et al. 2000,145,5,5,yes,,yes,yes,,yes,yes
8397,447,MC-ICP-MS U/Th,29.75,1.1,JAR4-35,aragonite,20,100,228,4,4,,,yes,1571,4,361,7,,,222,6,0.0031,0.0001,1.222,0.006,,,Cheng et al. 2000,168,5,5,yes,,yes,yes,,yes,yes
8398,447,MC-ICP-MS U/Th,33.99,1.1,JAR4-40,aragonite,20,100,240,5,5,,,yes,1488.7,2.9,165,4,,,481,14,0.0032,0.0001,1.481,0.014,,,Cheng et al. 2000,182,5,5,yes,,yes,yes,,yes,yes
8399,447,MC-ICP-MS U/Th,38.96,1.1,JAR4-46,aragonite,20,100,262,3,3,,,yes,1951.3,4.1,157,3,,,703,17,0.0034,1e-05,1.703,0.017,,,Cheng et al. 2000,204,4,4,yes,,yes,yes,,yes,yes
8400,447,MC-ICP-MS U/Th,44.46,1.1,JAR4-52,aragonite,20,100,303,4,4,,,yes,1770.7,3.5,645,13,,,188,4,0.0041,0.0001,1.188,0.004,,,Cheng et al. 2000,239,6,6,yes,,yes,yes,,yes,yes
8401,447,MC-ICP-MS U/Th,51.66,1.1,JAR4-57,aragonite,20,100,335,4,4,,,yes,1762.9,3.4,328,7,,,394,9,0.0044,1e-05,1.394,0.009,,,Cheng et al. 2000,275,4,4,yes,,yes,yes,,yes,yes
8402,447,MC-ICP-MS U/Th,57.01,1.1,JAR4-60,aragonite,20,100,359,3,3,,,yes,1793.2,3.3,96,2,,,1532,38,0.005,1e-05,2.532,0.038,,,Cheng et al. 2000,302,3,3,yes,,yes,yes,,yes,yes
8403,447,MC-ICP-MS U/Th,63.64,1.1,JAR4-64,aragonite,20,100,396,8,8,,,yes,1621.7,4.7,444,4,,,0.005,0.0005,0.00548,0.001,1.33,0.007,,,Cheng et al. 2000,335,8,8,yes,,yes,yes,,yes,yes
8404,447,MC-ICP-MS U/Th,72.98,1.1,JAR4-74,aragonite,20,100,484,3,3,,,yes,1654.1,3,628,13,,,278,6,0.0064,1e-05,1.278,0.006,,,Cheng et al. 2000,420,6,6,yes,,yes,yes,,yes,yes
8405,447,MC-ICP-MS U/Th,82.68,1.1,JAR4-83,aragonite,20,100,530,3,3,,,yes,2024,4.6,101,2,,,2380,53,0.0072,1e-05,3.38,0.053,,,Cheng et al. 2000,473,3,3,yes,,yes,yes,,yes,yes
8406,447,MC-ICP-MS U/Th,91.97,1.1,JAR4-93,aragonite,20,100,607,4,4,,,yes,1377,2.4,195,4,,,966,21,0.0083,0.0001,1.966,0.021,,,Cheng et al. 2000,548,5,5,yes,,yes,yes,,yes,yes
8407,447,MC-ICP-MS U/Th,100.55,1.1,JAR4-101,aragonite,20,100,713,4,4,,,yes,1466.5,2.7,1435,29,,,166,3,0.0099,0.0001,1.166,0.003,,,Cheng et al. 2000,638,14,14,yes,,yes,yes,,yes,yes
8408,447,MC-ICP-MS U/Th,109.58,1.1,JAR4-111,aragonite,20,100,764,4,4,,,yes,1583.4,3.8,1247,25,,,215,4,0.0102,0.0001,1.215,0.004,,,Cheng et al. 2000,692,12,12,yes,,yes,yes,,yes,yes
8409,447,MC-ICP-MS U/Th,117.68,1.1,JAR4-120,aragonite,20,100,821,11,11,,,yes,1420.6,2.9,1105,5,,,0.01,0.005,0.01089,0.001,1.231,0.003,,,Cheng et al. 2000,749,14,14,yes,,yes,yes,,yes,yes
8410,447,MC-ICP-MS U/Th,127.74,1.1,JAR4-133,aragonite,20,100,1080,21,21,,,yes,1334.5,22.2,1624,33,,,189,4,0.014,0.0002,1.189,0.004,,,Cheng et al. 2000,999,27,27,yes,,yes,yes,,yes,yes
8411,448,MC-ICP-MS U/Th,3.2,1.1,JAR1-4,aragonite,20,100,166,7,7,,,yes,968.3,1.3,681,14,,,40,2,0.0017,0.0001,1.114,0.001,,,Cheng et al. 2000,88,15,15,yes,,yes,,,yes,
8412,448,MC-ICP-MS U/Th,17.6,1.1,JAR1-17,aragonite,20,100,247,5,5,,,yes,1066,2,209,4,,,211,6,0.0025,0.0001,1.111,0.002,,,Cheng et al. 2000,182,7,7,yes,,yes,,,yes,
8413,448,MC-ICP-MS U/Th,26.1,1.1,JAR1-33,aragonite,20,100,374,4,4,,,yes,1467,4.9,390,8,,,238,5,0.0038,1e-05,1.118,0.002,,,Cheng et al. 2000,307,6,6,yes,,yes,,,yes,
8414,448,MC-ICP-MS U/Th,49.6,1.1,JAR1-46,aragonite,20,100,471,7,7,,,yes,850,2,221,5,,,305,8,0.0048,0.0001,1.118,0.002,,,Cheng et al. 2000,405,9,9,yes,,yes,,,yes,
8415,448,MC-ICP-MS U/Th,54.6,1.1,JAR1-58,aragonite,20,100,558,11,11,,,yes,792.8,2.1,253,5,,,298,8,0.0058,0.0001,1.129,0.002,,,Cheng et al. 2000,490,12,12,yes,,yes,,,yes,
8416,448,MC-ICP-MS U/Th,69.6,1.1,JAR1-71,aragonite,20,100,639,12,12,,,yes,800,8,161,3,,,538,13,0.0066,0.0001,1.123,0.012,,,Cheng et al. 2000,574,13,13,yes,,yes,,,yes,
8417,448,MC-ICP-MS U/Th,84.1,1.1,JAR1-86,aragonite,20,100,754,7,7,,,yes,964.9,2.3,450,9,,,274,6,0.0078,0.0001,1.125,0.002,,,Cheng et al. 2000,682,11,11,yes,,yes,,,yes,
8418,448,MC-ICP-MS U/Th,89.6,1.1,JAR1-98,aragonite,20,100,869,11,11,,,yes,780,1,878,18,,,131,3,0.0089,0.0001,1.125,0.002,,,Cheng et al. 2000,780,23,23,yes,,yes,,,yes,
8419,448,MC-ICP-MS U/Th,110.1,1.1,JAR1-113,aragonite,20,100,816,18,18,,,no,903,2,540,14,,,231,8,0.0084,0.0002,1.125,0.002,,,Cheng et al. 2000,741,21,21,no,,no,,,no,
8420,448,MC-ICP-MS U/Th,116.1,1.1,JAR1-120,aragonite,20,100,1071,13,13,,,yes,559.5,0.7,1120,22,,,91,2,0.0111,0.0001,1.132,0.001,,,Cheng et al. 2000,959,39,39,yes,,yes,,,yes,
8421,448,MC-ICP-MS U/Th,156.6,1.1,JAR1-161,aragonite,20,100,1133,10,10,,,yes,761,1,232,5,,,637,14,0.0118,0.0001,1.137,0.002,,,Cheng et al. 2000,1065,12,12,yes,,yes,,,yes,
8422,448,MC-ICP-MS U/Th,173.6,1.1,JAR1-177,aragonite,20,100,1283,10,10,,,yes,580.1,1.3,419,8,,,303,7,0.0133,0.0001,1.135,0.002,,,Cheng et al. 2000,1204,17,17,yes,,yes,,,yes,
8423,448,MC-ICP-MS U/Th,194.1,1.1,JAR1-198,aragonite,20,100,1353,10,10,,,yes,882,2,496,10,,,409,9,0.0139,0.0001,1.129,0.002,,,Cheng et al. 2000,1279,14,14,yes,,yes,,,yes,
8424,448,MC-ICP-MS U/Th,206.6,1.1,JAR1-221,aragonite,20,100,1470,8,8,,,yes,966,2,991,20,,,243,5,0.0151,0.0001,1.128,0.002,,,Cheng et al. 2000,1384,21,21,yes,,yes,,,yes,
8425,448,MC-ICP-MS U/Th,223.6,1.1,JAR1-227,aragonite,20,100,1543,11,11,,,yes,685,1,732,15,,,245,5,0.0159,0.0001,1.131,0.002,,,Cheng et al. 2000,1456,23,23,yes,,yes,,,yes,
8812,475,MC-ICP-MS U/Th,858.5,,5-13,calcite,,,8126,44,44,,,yes,586.3,0.8,570,5,,,,,0.06679,0.00033,0.9285,0.0017,,,Cheng et al. 2000,8018,56,56,yes,yes,yes,,yes,,yes
8813,475,MC-ICP-MS U/Th,859,,5-6,calcite,,,8046,61,61,,,yes,545.6,0.7,200,10,,,,,0.06594,0.00048,0.9255,0.0012,,,Cheng et al. 2000,7970,63,63,yes,yes,yes,,yes,,yes
8814,475,MC-ICP-MS U/Th,865.1,,5-5,calcite,,,8209,66,66,,,yes,615.3,0.8,590,10,,,,,0.06705,0.00051,0.9229,0.0012,,,Cheng et al. 2000,8101,75,75,yes,yes,yes,,yes,,yes
8815,475,MC-ICP-MS U/Th,865.5,,17n,calcite,,,8201,20,20,,,yes,752.3,0.1,689,5,,,,,0.06703,0.00015,0.9235,0.0007,,,Cheng et al. 2000,8096,32,32,yes,yes,yes,,yes,,yes
8816,475,MC-ICP-MS U/Th,871.2,,5-4,calcite,,,8265,91,91,,,yes,516.2,0.8,340,10,,,,,0.06747,0.00071,0.9227,0.0014,,,Cheng et al. 2000,8174,94,94,yes,yes,yes,,yes,,yes
8817,475,MC-ICP-MS U/Th,876.5,,5-7,calcite,,,8314,50,50,,,yes,490.1,0.6,329,6,,,,,0.06797,0.00039,0.9242,0.0012,,,Cheng et al. 2000,8222,56,56,yes,yes,yes,,yes,,yes
8818,475,MC-ICP-MS U/Th,876.5,,5-8,calcite,,,8300,53,53,,,yes,610.6,0.7,394,6,,,,,0.06756,0.00041,0.9201,0.0012,,,Cheng et al. 2000,8209,58,58,yes,yes,yes,,yes,,yes
8819,475,MC-ICP-MS U/Th,879.5,,15n,calcite,,,8334,22,22,,,yes,690.7,0.1,538,5,,,,,0.06816,0.00015,0.9247,0.0013,,,Cheng et al. 2000,8236,31,31,yes,yes,yes,,yes,,yes
8820,475,MC-ICP-MS U/Th,880.5,,5-3,calcite,,,8320,63,63,,,yes,601.8,0.8,290,10,,,,,0.06771,0.00048,0.9199,0.0012,,,Cheng et al. 2000,8239,65,65,yes,yes,yes,,yes,,yes
8821,475,MC-ICP-MS U/Th,881.5,,5-2,calcite,,,8360,63,63,,,yes,495.7,0.7,460,10,,,,,0.06847,0.00049,0.9261,0.0012,,,Cheng et al. 2000,8254,71,71,yes,yes,yes,,yes,,yes
8822,475,MC-ICP-MS U/Th,882.5,,5-1,calcite,,,8365,68,68,,,yes,563.9,0.8,470,10,,,,,0.06795,0.00052,0.9184,0.0013,,,Cheng et al. 2000,8264,74,74,yes,yes,yes,,yes,,yes
8823,475,MC-ICP-MS U/Th,882.5,,5-11,calcite,,,8420,48,48,,,yes,546.3,0.6,623,5,,,,,0.06881,0.00037,0.9243,0.0014,,,Cheng et al. 2000,8302,63,63,yes,yes,yes,,yes,,yes
8951,482,MC-ICP-MS U/Th,1,,1,calcite,,,11220,60,60,,,yes,478.2,0.6,4720,40,,,58.12069528,0.555293267,0.1875,0.001,1.8969,0.0017,0.814430125,0.407215062,Cheng et al. 2000,11100,100,100,yes,,yes,yes,,yes,
8952,482,MC-ICP-MS U/Th,11,,11,calcite,,,13540,80,80,,,yes,1239,3,860,50,,,943.9985539,55.5293267,0.2159,0.0012,1.8279,0.0026,0.814430125,0.407215062,Cheng et al. 2000,13500,100,100,yes,,yes,yes,,yes,
8953,482,MC-ICP-MS U/Th,91,,91,calcite,,,15200,100,100,,,yes,1186,3,190,50,,,4630,129.568429,0.2377,0.0014,1.8114,0.0035,0.814430125,0.407215062,Cheng et al. 2000,15100,100,100,yes,,yes,yes,,yes,
8954,482,MC-ICP-MS U/Th,135,,135,calcite,,,17900,100,100,,,yes,1102,3,7410,50,,,124.2005941,1.110586534,0.2736,0.0015,1.789,0.0033,0.814430125,0.407215062,Cheng et al. 2000,17700,100,100,yes,,yes,yes,,yes,
8955,483,MC-ICP-MS U/Th,1,,1,calcite,,,2110,20,20,,,yes,309.3,0.4,360,30,,,105.5057207,9.254887784,0.0393,0.0004,2.0042,0.0026,0.814430125,0.407215062,Cheng et al. 2000,2090,20,20,,,,,,,
8956,483,MC-ICP-MS U/Th,17,,17,calcite,,,2830,40,40,,,yes,743,3,710,40,,,166.5879801,9.254887784,0.0523,0.0008,2.0034,0.0062,0.814430125,0.407215062,Cheng et al. 2000,2810,40,40,,,,,,,
8957,483,MC-ICP-MS U/Th,20,,20,calcite,,,3560,40,40,,,yes,896,2,340,40,,,536.7834915,55.5293267,0.065,0.0006,1.9938,0.0039,0.814430125,0.407215062,Cheng et al. 2000,3550,40,40,,,,,,,
8958,483,MC-ICP-MS U/Th,26,,26,calcite,,,4810,40,40,,,yes,708,2,320,30,,,573.8030426,55.5293267,0.0872,0.0007,1.9957,0.0036,0.814430125,0.407215062,Cheng et al. 2000,4800,40,40,,,,,,,
8959,483,MC-ICP-MS U/Th,47,,47,calcite,,,6580,50,50,,,yes,839,2,390,30,,,758.9007983,55.5293267,0.1172,0.0008,1.9798,0.003,0.814430125,0.407215062,Cheng et al. 2000,6570,50,50,,,,,,,
8960,483,MC-ICP-MS U/Th,81,,81,calcite,,,7840,60,60,,,yes,912,2,300,40,,,1300,185,0.1385,0.0011,1.9763,0.0032,0.814430125,0.407215062,Cheng et al. 2000,7830,60,60,,,,,,,
8961,483,MC-ICP-MS U/Th,88,,88,calcite,,,7980,60,60,,,yes,910,2,250,30,,,1480,185,0.1407,0.0009,1.9731,0.0031,0.814430125,0.407215062,Cheng et al. 2000,7970,60,60,,,,,,,
8962,483,MC-ICP-MS U/Th,112,,112,calcite,,,8490,60,60,,,yes,1071,2,200,40,,,2590,555,0.1511,0.001,1.9959,0.0033,0.814430125,0.407215062,Cheng et al. 2000,8490,60,60,,,,,,,
8963,483,MC-ICP-MS U/Th,136,,136,calcite,,,8800,60,60,,,yes,1251,3,850,60,,,703.3714716,55.5293267,0.1557,0.001,1.9863,0.0031,0.814430125,0.407215062,Cheng et al. 2000,8790,60,60,,,,,,,
8964,483,MC-ICP-MS U/Th,155,,155,calcite,,,9250,60,60,,,yes,1254,3,470,20,,,1332.703841,55.5293267,0.1638,0.001,1.9919,0.0028,0.814430125,0.407215062,Cheng et al. 2000,9250,60,60,,,,,,,
8965,483,MC-ICP-MS U/Th,177,,177,calcite,,,9640,70,70,,,yes,835,2,130,40,,,3520,1110,0.1693,0.0011,1.9804,0.0035,0.814430125,0.407215062,Cheng et al. 2000,9630,70,70,,,,,,,
8966,483,MC-ICP-MS U/Th,190,,190,calcite,,,9820,60,60,,,yes,1430,3,390,30,,,1943.526435,129.568429,0.1732,0.0009,1.9885,0.0024,0.814430125,0.407215062,Cheng et al. 2000,9820,60,60,,,,,,,
8967,483,MC-ICP-MS U/Th,205,,205,calcite,,,10150,70,70,,,yes,1229,2,600,50,,,1129.09631,92.54887784,0.179,0.0012,1.9926,0.0027,0.814430125,0.407215062,Cheng et al. 2000,10140,70,70,,,,,,,
