sample_id,lin_interp_age,lin_interp_age_uncert_pos,lin_interp_age_uncert_neg,lin_reg_age,lin_reg_age_uncert_pos,lin_reg_age_uncert_neg,bchron_age,bchron_age_uncert_pos,bchron_age_uncert_neg,bacon_age,bacon_age_uncert_pos,bacon_age_uncert_neg,oxcal_age,oxcal_age_uncert_pos,oxcal_age_uncert_neg,copra_age,copra_age_uncert_pos,copra_age_uncert_neg,stalage_age,stalage_age_uncert_pos,stalage_age_uncert_neg
25673,5813.460397,11.11408065,11.13025541,,,,5814,81,50,5790.273483,33.43731325,210.021167,5798.669989,134.4239282,134.4239282,5801.754468,13.18697508,12.94767358,5818.278262,9.493652027,10.25958408
25674,5817.038616,10.92461455,11.14255843,,,,5818,79,53,5793.05025,34.039875,211.951725,5803.151882,135.9840545,135.9840545,5804.685208,13.10658074,12.84950436,5821.517463,9.554943364,10.17387468
25675,5820.532577,10.92093839,11.07496828,,,,5821,78,54,5800.00175,33.89266,209.9505825,5807.633776,137.2803972,137.2803972,5807.682198,12.95720354,12.85675652,5824.780139,9.571667494,10.09950988
25676,5823.995434,10.80503665,10.88467983,,,,5825,75.05,57,5807.08075,33.358885,208.07694,5812.115669,138.9357464,138.9357464,5810.651775,12.96771609,12.71889905,5828.064933,9.552174782,10.03561199
25677,5827.55638,10.64628265,10.87330041,,,,5828,75,58.05,5814.006175,33.0433575,206.0497225,5816.967318,139.5855492,139.5855492,5813.661883,12.86295106,12.6983355,5831.365788,9.515278695,9.981299084
25678,5831.035482,10.70498528,10.80141444,,,,5832,74,61,5820.97645,32.816095,204.070645,5821.579455,140.3531227,140.3531227,5816.720309,12.61982502,12.64721605,5834.67665,9.479792704,9.935689233
25679,5834.576617,10.5997569,10.74070749,,,,5835,74,62,5827.92325,32.48485,202.0747375,5826.061348,141.0923242,141.0923242,5819.744525,12.56029239,12.5180982,5837.99287,9.460832199,9.898158885
25680,5838.091659,10.42841401,10.57417117,,,,5839,73,65,5834.90155,32.26706,200.11033,5830.757143,141.9156857,141.9156857,5822.808018,12.40778061,12.4161645,5841.315431,9.458720252,9.869117964
25681,5841.557855,10.43080688,10.52306507,,,,5842,73.05,64,5841.952775,31.84771,198.2188475,5835.686662,142.6309553,142.6309553,5825.887485,12.29929342,12.35354628,5844.646726,9.470081854,9.849234762
25682,5845.088026,10.44745021,10.45653198,,,,5845,73.1,65.05,5848.81485,31.57052,196.138215,5840.506131,142.8820963,142.8820963,5828.952555,12.28952135,12.28652008,5847.989145,9.491541997,9.839177572
25683,5848.644545,10.37150354,10.3552883,,,,5849,73,68.05,5855.83495,31.37529,194.23507,5845.046827,143.4239255,143.4239255,5832.094985,12.23586184,12.20910609,5851.343193,9.519911202,9.838868683
25684,5852.193335,10.37915296,10.24528961,,,,5852,73,69.05,5862.8215,31.09895,192.32425,5849.983901,143.7634553,143.7634553,5835.280736,12.08252113,12.0272705,5854.701826,9.552742095,9.845246373
25685,5855.730256,10.3201061,10.241515,,,,5856,71,72,5869.87735,30.69955,190.46359,5855.362173,144.4977687,144.4977687,5838.405705,12.14381267,11.92408942,5858.056111,9.587772833,9.854502913
25686,5859.268915,10.34770541,10.32373561,,,,5859,69.05,73,5876.8944,30.23508,188.5021725,5859.933704,143.9404901,143.9404901,5841.634495,11.93688087,11.93801631,5861.397116,9.622741569,9.862830578
25687,5862.791462,10.32641197,10.29631789,,,,5863,67.05,76,5883.9567,29.8041325,186.586005,5864.767157,143.5562456,143.5562456,5844.827907,11.9582326,11.88794382,5864.71907,9.656415173,9.869275685
