sample_id,d18o_measurement,d18o_precision
168288,-8.811,0.06
168289,-8.772,0.06
168290,-8.664,0.06
168291,-8.503,0.06
168292,-8.438,0.06
168293,-8.26,0.06
168294,-8.165,0.06
168295,-8.277,0.06
168296,-8.246,0.06
168297,-8.106,0.06
168298,-7.988,0.06
168299,-8.121,0.06
168300,-8.103,0.06
168301,-8.187,0.06
168302,-7.938,0.06
168303,-8.153,0.06
168304,-8.132,0.06
168305,-8.255,0.06
168306,-8.103,0.06
168307,-8.343,0.06
168308,-8.27,0.06
168309,-8.243,0.06
168310,-8.314,0.06
168311,-8.218,0.06
168312,-8.384,0.06
168313,-8.337,0.06
168314,-8.235,0.06
168315,-8.302,0.06
168316,-8.446,0.06
168317,-8.305,0.06
168318,-8.417,0.06
168319,-8.7,0.06
168320,-8.507,0.06
168321,-8.528,0.06
168322,-8.585,0.06
168323,-8.757,0.06
168324,-8.547,0.06
168325,-8.708,0.06
168326,-8.725,0.06
168327,-8.829,0.06
168328,-8.948,0.06
168329,-8.934,0.06
168330,-9.094,0.06
168331,-8.855,0.06
168332,-8.96,0.06
168333,-9.029,0.06
168334,-9.253,0.06
168335,-9.225,0.06
168336,-9.303,0.06
168337,-9.402,0.06
168338,-9.306,0.06
168339,-9.592,0.06
168340,-9.702,0.06
168341,-9.555,0.06
168342,-9.603,0.06
168343,-9.757,0.06
168344,-9.686,0.06
168345,-9.503,0.06
168346,-9.526,0.06
168347,-9.555,0.06
168348,-9.624,0.06
168349,-9.457,0.06
168350,-9.578,0.06
168351,-9.564,0.06
168352,-9.54,0.06
168353,-9.401,0.06
168354,-9.462,0.06
168355,-9.608,0.06
168356,-9.577,0.06
168357,-9.629,0.06
168358,-9.9,0.08
168359,-10.38,0.08
168360,-9.27,0.08
168361,-8.64,0.08
168362,-8.27,0.08
168363,-8.21,0.08
168364,-7.83,0.08
168365,-7.68,0.08
168366,-6.03,0.08
168367,-5.52,0.08
168368,-5.68,0.08
168369,-5.74,0.08
168370,-5.7,0.08
168371,-5.74,0.08
168372,-5.66,0.08
168373,-5.77,0.08
168374,-6.06,0.08
168375,-6.42,0.08
168376,-6.58,0.08
168377,-6.72,0.08
168378,-6.97,0.08
168379,-7.15,0.08
168380,-7.09,0.08
168381,-7.55,0.08
168382,-7.96,0.08
168383,-8.27,0.08
168384,-8.02,0.08
168385,-7.96,0.08
168386,-8.03,0.08
168387,-8.23,0.08
168388,-8.32,0.08
168389,-8.42,0.08
168390,-8.57,0.08
168391,-8.65,0.08
168392,-8.5,0.08
168393,-8.53,0.08
168394,-8.47,0.08
168395,-8.58,0.08
168396,-8.46,0.08
168397,-8.47,0.08
168398,-8.24,0.08
168399,-8.4,0.08
168400,-8.2,0.08
168401,-8.02,0.08
168402,-8.23,0.08
168403,-8.51,0.08
168404,-8.69,0.08
168405,-8.8,0.08
168406,-8.64,0.08
168407,-8.52,0.08
168408,-8.47,0.08
168409,-8.34,0.08
168410,-8.63,0.08
168411,-8.78,0.08
168412,-8.79,0.08
168413,-9.23,0.08
168414,-8.69,0.08
168415,-9.11,0.08
168416,-9.07,0.08
168417,-9.23,0.08
168418,-9.13,0.08
168419,-9.12,0.08
168420,-9.16,0.08
168421,-9.3,0.08
168422,-9.33,0.08
168423,-9.32,0.08
168424,-9.44,0.08
168425,-9.49,0.08
168426,-9.63,0.08
168427,-9.62,0.08
168428,-9.57,0.08
168429,-9.58,0.08
168430,-9.77,0.08
168431,-9.78,0.08
168432,-9.84,0.08
168433,-9.84,0.08
168434,-9.83,0.08
168435,-9.76,0.08
168436,-9.77,0.08
168437,-9.85,0.08
168438,-9.71,0.08
168439,-9.71,0.08
168440,-9.84,0.08
168441,-9.71,0.08
168442,-9.66,0.08
168443,-9.45,0.08
168444,-10.01,0.08
168445,-10.06,0.08
168446,-9.92,0.08
168447,-9.42,0.08
168448,-9.19,0.08
168449,-9.06,0.08
168450,-9.27,0.08
168451,-9.36,0.08
168452,-9.23,0.08
168453,-9.33,0.08
168454,-9.44,0.08
168455,-8.04,0.08
168456,-7.73,0.08
168457,-7.66,0.08
168458,-7.77,0.08
168459,-8.11,0.08
168460,-9.12,0.08
168461,-9,0.08
168462,-9.16,0.08
168463,-9.13,0.08
168464,-9.13,0.08
168465,-9.31,0.08
168466,-9.21,0.08
168467,-9.08,0.08
168468,-8.93,0.08
168469,-9.16,0.08
168470,-9.37,0.08
168471,-9.53,0.08
168472,-9.44,0.08
168473,-9.56,0.08
168474,-9.48,0.08
168475,-9.38,0.08
168476,-9.26,0.08
168477,-9.09,0.08
168478,-8.83,0.08
168479,-8.45,0.08
168480,-8.27,0.08
168481,-8.41,0.08
168482,-8.59,0.08
168483,-8.71,0.08
168484,-8.87,0.08
168485,-9.19,0.08
168486,-9.44,0.08
168487,-9.68,0.08
168488,-9.93,0.08
168489,-9.8,0.08
168490,-7.36,0.08
168491,-7.72,0.08
168492,-8.45,0.08
168493,-8.97,0.08
168494,-8.07,0.08
168495,-9.83,0.08
168496,-9.81,0.08
168497,-9.75,0.08
168498,-9.8,0.08
168499,-10.02,0.08
168500,-9.52,0.08
168501,-9.84,0.08
168502,-9.97,0.08
168503,-9.69,0.08
168504,-9.77,0.08
168505,-9.86,0.08
168506,-9.63,0.08
168507,-9.45,0.08
168508,-9.06,0.08
168509,-8.31,0.08
168510,-7.76,0.08
168511,-7.45,0.08
168512,-7.15,0.08
168513,-7.31,0.08
168514,-7.85,0.08
168515,-7.67,0.08
168516,-7.6,0.08
168517,-7.68,0.08
168518,-7.94,0.08
168519,-7.93,0.08
168520,-7.49,0.08
168521,-7.25,0.08
168522,-7.37,0.08
168523,-7.17,0.08
168524,-7.38,0.08
168525,-7.72,0.08
168526,-7.68,0.08
168527,-8.05,0.08
168528,-7.99,0.08
168529,-8.35,0.08
168530,-8.28,0.08
168531,-8.55,0.08
168532,-8.68,0.08
168533,-8.73,0.08
168534,-9.02,0.08
168535,-8.54,0.08
168536,-8.51,0.08
168537,-8.1,0.08
168538,-8.25,0.08
168539,-8.08,0.08
168540,-7.96,0.08
168541,-7.93,0.08
168542,-7.77,0.08
168543,-7.61,0.08
168544,-7.56,0.08
168545,-7.52,0.08
168546,-7.7,0.08
168547,-7.66,0.08
168548,-8.09,0.08
168549,-8.11,0.08
168550,-8.17,0.08
168551,-8.46,0.08
168552,-8.48,0.08
168553,-8.9,0.08
168554,-9.29,0.08
168555,-9.22,0.08
168556,-9.73,0.08
168557,-9.75,0.08
168558,-9.9,0.08
168559,-9.82,0.08
168560,-9.79,0.08
168561,-9.9,0.08
168562,-9.86,0.08
168563,-9.73,0.08
168564,-9.59,0.08
168565,-9.5,0.08
168566,-9.57,0.08
168567,-9.27,0.08
168568,-8.76,0.08
168569,-8.45,0.08
168570,-8.2,0.08
168571,-8.12,0.08
168572,-8.04,0.08
168573,-7.86,0.08
168574,-7.73,0.08
168575,-7.18,0.08
168576,-7.06,0.08
168577,-6.98,0.08
168578,-6.33,0.08
168579,-6.37,0.08
168580,-6.4,0.08
168581,-6.52,0.08
168582,-6.72,0.08
168583,-6.84,0.08
168584,-7.05,0.08
168585,-7.32,0.08
168586,-7.48,0.08
168587,-7.74,0.08
168588,-7.81,0.08
168589,-7.84,0.08
168590,-7.77,0.08
168591,-7.82,0.08
168592,-7.92,0.08
168593,-7.93,0.08
168594,-7.98,0.08
168595,-7.92,0.08
168596,-8.01,0.08
168597,-7.88,0.08
168598,-7.91,0.08
168599,-7.89,0.08
168600,-7.98,0.08
168601,-7.87,0.08
168602,-8.02,0.08
168603,-8.11,0.08
168604,-8.12,0.08
168605,-8.18,0.08
168606,-8.22,0.08
168607,-8.25,0.08
168608,-8.17,0.08
168609,-8.15,0.08
168610,-8.02,0.08
168611,-8.11,0.08
168612,-7.76,0.08
168613,-7.75,0.08
168614,-7.59,0.08
168615,-7.74,0.08
168616,-8.06,0.08
168617,-7.91,0.08
168618,-8.56,0.08
168619,-8.91,0.08
168620,-8.96,0.08
168621,-10.04,0.08
168622,-10.01,0.08
168623,-9.9,0.08
168624,-10.16,0.08
168625,-10.09,0.08
168626,-10.23,0.08
168627,-10.18,0.08
168628,-10.1,0.08
168629,-10.08,0.08
168630,-9.97,0.08
168631,-9.98,0.08
168632,-9.91,0.08
168633,-9.87,0.08
168634,-10.13,0.08
168635,-9.91,0.08
168636,-9.99,0.08
168637,-10.07,0.08
168638,-10.17,0.08
168639,-10.11,0.08
168640,-10.12,0.08
168641,-10.14,0.08
168642,-10.05,0.08
168643,-10.14,0.08
168644,-10.22,0.08
168645,-10.12,0.08
168646,-10.08,0.08
168647,-10.23,0.08
168648,-10.09,0.08
168649,-10.09,0.08
168650,-9.95,0.08
168651,-10.14,0.08
168652,-10.11,0.08
168653,-10.25,0.08
168654,-10.19,0.08
168655,-10.09,0.08
168656,-10.05,0.08
168657,-10.03,0.08
168658,-9.92,0.08
168659,-9.8,0.08
168660,-9.79,0.08
168661,-9.72,0.08
168662,-9.64,0.08
168663,-9.45,0.08
168664,-9.42,0.08
168665,-9.34,0.08
168666,-9.31,0.08
168667,-9.24,0.08
168668,-8.97,0.08
168669,-8.78,0.08
168670,-8.71,0.08
168671,-8.84,0.08
168672,-8.77,0.08
168673,-8.7,0.08
168674,-8.71,0.08
168675,-8.58,0.08
168676,-8.34,0.08
168677,-8.24,0.08
168678,-8.01,0.08
168679,-7.82,0.08
168680,-7.39,0.08
168681,-7.25,0.08
168682,-7.1,0.08
168683,-7.2,0.08
168684,-7.12,0.08
168685,-7.18,0.08
168686,-7.14,0.08
168687,-7.21,0.08
168688,-7.02,0.08
168689,-6.86,0.08
168690,-6.81,0.08
168691,-6.9,0.08
168692,-6.9,0.08
168693,-6.78,0.08
168694,-6.75,0.08
168695,-6.82,0.08
168696,-6.97,0.08
168697,-7.08,0.08
168698,-7.24,0.08
168699,-7.45,0.08
168700,-7.35,0.08
168701,-7.6,0.08
168702,-7.65,0.08
168703,-7.85,0.08
168704,-7.86,0.08
168705,-8.14,0.08
168706,-8.39,0.08
168707,-8.63,0.08
168708,-8.76,0.08
168709,-9.13,0.08
168710,-9.21,0.08
168711,-9.34,0.08
168712,-9.26,0.08
168713,-9.35,0.08
168714,-9.42,0.08
168715,-9.42,0.08
168716,-9.4,0.08
168717,-9.45,0.08
168718,-9.5,0.08
168719,-9.37,0.08
168720,-9.55,0.08
168721,-9.45,0.08
168722,-9.5,0.08
168723,-8.95,0.08
168724,-9.17,0.08
168725,-9.24,0.08
168726,-9.32,0.08
168727,-9.22,0.08
168728,-9.2,0.08
168729,-9.38,0.08
168730,-9.31,0.08
168731,-9.17,0.08
168732,-9.17,0.08
168733,-8.95,0.08
168734,-8.94,0.08
168735,-9.04,0.08
168736,-8.75,0.08
168737,-8.82,0.08
168738,-9.02,0.08
168739,-9.05,0.08
168740,-8.77,0.08
168741,-8.84,0.08
168742,-8.6,0.08
168743,-8.71,0.08
168744,-8.63,0.08
168745,-8.55,0.08
168746,-8.41,0.08
168747,-8.05,0.08
168748,-7.82,0.08
168749,-7.39,0.08
168750,-7.11,0.08
168751,-7.07,0.08
168752,-6.77,0.08
168753,-6.66,0.08
168754,-6.43,0.08
168755,-6.42,0.08
168756,-6.19,0.08
168757,-6.24,0.08
168758,-6.4,0.08
168759,-6.56,0.08
168760,-6.35,0.08
168761,-6.54,0.08
168762,-6.06,0.08
168763,-6.32,0.08
168764,-6.17,0.08
168765,-6.23,0.08
168766,-5.86,0.08
168767,-5.89,0.08
168768,-5.87,0.08
168769,-6.14,0.08
168770,-5.74,0.08
168771,-5.76,0.08
168772,-5.53,0.08
168773,-5.66,0.08
168774,-5.55,0.08
168775,-5.65,0.08
168776,-5.7,0.08
168777,-5.61,0.08
168778,-5.73,0.08
168779,-6.03,0.08
168780,-6.15,0.08
168781,-6.32,0.08
168782,-6.32,0.08
168783,-6.48,0.08
168784,-6.41,0.08
168785,-6.78,0.08
168786,-6.85,0.08
168787,-7.15,0.08
168788,-7.13,0.08
168789,-7.34,0.08
168790,-7.28,0.08
168791,-7.31,0.08
168792,-7.21,0.08
168793,-7.37,0.08
168794,-7.43,0.08
168795,-7.52,0.08
168796,-7.46,0.08
168797,-7.73,0.08
168798,-7.56,0.08
168799,-7.72,0.08
168800,-7.62,0.08
168801,-7.64,0.08
168802,-7.63,0.08
168803,-7.48,0.08
168804,-7.62,0.08
168805,-7.7,0.08
168806,-7.97,0.08
168807,-7.73,0.08
168808,-7.87,0.08
168809,-7.86,0.08
168810,-8.02,0.08
168811,-7.82,0.08
168812,-7.95,0.08
168813,-7.84,0.08
168814,-7.91,0.08
168815,-7.96,0.08
168816,-7.8,0.08
168817,-7.9,0.08
168818,-7.9,0.08
168819,-7.87,0.08
168820,-7.88,0.08
168821,-7.97,0.08
168822,-7.93,0.08
168823,-7.99,0.08
168824,-7.86,0.08
168825,-7.69,0.08
168826,-7.68,0.08
168827,-7.75,0.08
168828,-7.65,0.08
168829,-7.64,0.08
168830,-7.59,0.08
168831,-7.53,0.08
168832,-7.68,0.08
168833,-7.61,0.08
168834,-7.73,0.08
168835,-7.66,0.08
168836,-7.81,0.08
168837,-8.03,0.08
168838,-7.88,0.08
168839,-7.89,0.08
168840,-7.86,0.08
168841,-7.75,0.08
168842,-7.81,0.08
168843,-7.65,0.08
168844,-7.79,0.08
168845,-7.73,0.08
168846,-7.75,0.08
168847,-7.91,0.08
168848,-7.87,0.08
168849,-7.71,0.08
168850,-7.82,0.08
168851,-7.82,0.08
168852,-7.85,0.08
168853,-7.92,0.08
168854,-7.8,0.08
168855,-7.86,0.08
168856,-8.1,0.08
168857,-7.94,0.08
168858,-7.85,0.08
168859,-7.97,0.08
168860,-7.98,0.08
168861,-7.9,0.08
168862,-8.06,0.08
168863,-8,0.08
168864,-8.02,0.08
168865,-8.11,0.08
168866,-8.25,0.08
168867,-8.28,0.08
168868,-8.23,0.08
168869,-8.38,0.08
168870,-8.29,0.08
168871,-8.25,0.08
168872,-8.25,0.08
168873,-8.37,0.08
168874,-8.31,0.08
168875,-8.5,0.08
168876,-8.43,0.08
168877,-8.38,0.08
168878,-8.42,0.08
168879,-8.42,0.08
168880,-8.4,0.08
168881,-8.53,0.08
168882,-8.38,0.08
168883,-8.41,0.08
168884,-8.4,0.08
168885,-8.39,0.08
168886,-8.53,0.08
168887,-8.49,0.08
168888,-8.49,0.08
168889,-8.46,0.08
168890,-8.51,0.08
168891,-8.58,0.08
168892,-8.48,0.08
168893,-8.68,0.08
168894,-8.73,0.08
168895,-8.7,0.08
168896,-8.63,0.08
168897,-8.71,0.08
168898,-8.6,0.08
168899,-8.62,0.08
168900,-8.72,0.08
168901,-8.73,0.08
168902,-8.73,0.08
168903,-8.77,0.08
168904,-8.82,0.08
168905,-8.75,0.08
168906,-9.1,0.08
168907,-8.8,0.08
168908,-8.89,0.08
168909,-8.95,0.08
168910,-8.96,0.08
168911,-8.88,0.08
168912,-9.07,0.08
168913,-8.68,0.08
168914,-8.96,0.08
168915,-8.97,0.08
168916,-8.73,0.08
168917,-8.68,0.08
168918,-8.61,0.08
168919,-8.41,0.08
168920,-8.32,0.08
168921,-8.37,0.08
168922,-8.41,0.08
168923,-8.38,0.08
168924,-8.47,0.08
168925,-8.54,0.08
168926,-8.8,0.08
168927,-8.9,0.08
168928,-8.94,0.08
168929,-8.98,0.08
168930,-9.11,0.08
168931,-9.17,0.08
168932,-9.18,0.08
168933,-9.12,0.08
168934,-9.05,0.08
168935,-8.9,0.08
168936,-8.99,0.08
168937,-8.66,0.08
168938,-8.54,0.08
168939,-8.37,0.08
168940,-8.24,0.08
168941,-8.35,0.08
168942,-8.37,0.08
168943,-8.38,0.08
168944,-8.59,0.08
168945,-8.63,0.08
168946,-8.58,0.08
168947,-8.71,0.08
168948,-8.56,0.08
168949,-8.42,0.08
168950,-8.47,0.08
168951,-8.62,0.08
168952,-8.47,0.08
168953,-8.68,0.08
168954,-8.65,0.08
168955,-8.8,0.08
168956,-8.7,0.08
168957,-8.96,0.08
168958,-9.01,0.08
168959,-9.1,0.08
168960,-9.16,0.08
168961,-9.3,0.08
168962,-9.25,0.08
168963,-9.21,0.08
168964,-9.25,0.08
168965,-9.3,0.08
168966,-9.33,0.08
168967,-9.46,0.08
168968,-9.36,0.08
168969,-9.31,0.08
168970,-9.34,0.08
168971,-9.22,0.08
168972,-9.28,0.08
168973,-9.39,0.08
168974,-9.43,0.08
168975,-9.29,0.08
168976,-9.39,0.08
168977,-9.38,0.08
168978,-9.37,0.08
168979,-9.39,0.08
168980,-9.32,0.08
168981,-9.29,0.08
168982,-9.38,0.08
168983,-9.49,0.08
168984,-9.5,0.08
168985,-9.41,0.08
168986,-9.49,0.08
168987,-9.36,0.08
168988,-9.49,0.08
168989,-9.62,0.08
168990,-9.51,0.08
168991,-9.54,0.08
168992,-9.63,0.08
168993,-9.57,0.08
168994,-9.56,0.08
168995,-9.71,0.08
168996,-9.56,0.08
168997,-9.63,0.08
168998,-9.66,0.08
168999,-9.62,0.08
169000,-9.71,0.08
169001,-9.78,0.08
169002,-9.66,0.08
169003,-9.67,0.08
169004,-9.7,0.08
169005,-9.76,0.08
169006,-9.78,0.08
169007,-9.73,0.08
169008,-9.59,0.08
169009,-9.46,0.08
169010,-9.62,0.08
169011,-9.67,0.08
169012,-9.56,0.08
169013,-9.55,0.08
169014,-9.52,0.08
169015,-9.4,0.08
169016,-9.45,0.08
169017,-9.43,0.08
169018,-9.55,0.08
169019,-9.71,0.08
169020,-9.66,0.08
169021,-9.69,0.08
169022,-9.73,0.08
169023,-9.69,0.08
169024,-9.89,0.08
169025,-9.87,0.08
169026,-10.02,0.08
169027,-10.07,0.08
169028,-10.33,0.08
169029,-10.24,0.08
169030,-10.41,0.08
169031,-10.38,0.08
169032,-10.1,0.08
169033,-10.18,0.08
169034,-10.18,0.08
169035,-9.91,0.08
169036,-9.69,0.08
169037,-10.05,0.08
169038,-9.76,0.08
169039,-9.93,0.08
169040,-9.85,0.08
169041,-10.16,0.08
169042,-9.96,0.08
169043,-9.73,0.08
169044,-9.78,0.08
169045,-9.7,0.08
169046,-9.82,0.08
169047,-9.65,0.08
169048,-9.67,0.08
169049,-9.55,0.08
169050,-9.39,0.08
169051,-9.5,0.08
169052,-9.24,0.08
169053,-9.01,0.08
169054,-9.09,0.08
169055,-8.54,0.08
169056,-8.33,0.08
169057,-8.36,0.08
169058,-8.27,0.08
169059,-8.05,0.08
169060,-8.21,0.08
169061,-8.22,0.08
169062,-8.38,0.08
169063,-8.63,0.08
169064,-8.64,0.08
169065,-8.73,0.08
169066,-8.65,0.08
169067,-8.74,0.08
169068,-8.82,0.08
169069,-9.04,0.08
169070,-8.81,0.08
169071,-8.98,0.08
169072,-9.03,0.08
169073,-9.15,0.08
169074,-8.9,0.08
169075,-9.21,0.08
169076,-9.22,0.08
169077,-9.41,0.08
169078,-9.17,0.08
169079,-9.22,0.08
169080,-9.38,0.08
169081,-9.35,0.08
169082,-9.41,0.08
169083,-9.35,0.08
169084,-9.28,0.08
169085,-9.47,0.08
169086,-9.43,0.08
169087,-9.49,0.08
169088,-9.51,0.08
169089,-9.32,0.08
169090,-9.42,0.08
169091,-9.54,0.08
169092,-9.56,0.08
169093,-9.71,0.08
169094,-9.3,0.08
169095,-9.36,0.08
169096,-9.28,0.08
169097,-9.1,0.08
169098,-8.99,0.08
169099,-9.05,0.08
169100,-8.81,0.08
169101,-9.12,0.08
169102,-9.03,0.08
169103,-8.98,0.08
169104,-8.94,0.08
169105,-8.91,0.08
169106,-8.59,0.08
169107,-8.75,0.08
169108,-8.74,0.08
169109,-8.81,0.08
169110,-9.04,0.08
169111,-9.13,0.08
169112,-9.17,0.08
169113,-9.23,0.08
169114,-9.16,0.08
169115,-9.23,0.08
169116,-9.13,0.08
169117,-9.09,0.08
169118,-9.05,0.08
169119,-8.93,0.08
169120,-9.1,0.08
169121,-8.76,0.08
169122,-9.15,0.08
169123,-9.15,0.08
169124,-9.22,0.08
169125,-9.05,0.08
169126,-9.12,0.08
169127,-9.08,0.08
169128,-8.84,0.08
169129,-8.97,0.08
169130,-8.77,0.08
169131,-8.84,0.08
169132,-8.66,0.08
169133,-8.33,0.08
169134,-8.34,0.08
169135,-8.55,0.08
169136,-8.29,0.08
169137,-8.73,0.08
169138,-8,0.08
169139,-7.99,0.08
169140,-9.29,0.08
169141,-8.08,0.08
169142,-8.24,0.08
169143,-8.18,0.08
169144,-8.28,0.08
169145,-9,0.08
169146,-8.46,0.08
169147,-8.42,0.08
169148,-8.7,0.08
169149,-8.21,0.08
169150,-7.84,0.08
169151,-7.8,0.08
169152,-7.77,0.08
169153,-7.85,0.08
169154,-7.81,0.08
169155,-7.85,0.08
169156,-7.72,0.08
169157,-7.73,0.08
169158,-7.6,0.08
169159,-7.6,0.08
169160,-7.57,0.08
169161,-7.52,0.08
169162,-7.46,0.08
169163,-7.69,0.08
169164,-7.67,0.08
169165,-7.4,0.08
169166,-7.51,0.08
169167,-7.53,0.08
169168,-7.59,0.08
169169,-7.65,0.08
169170,-7.81,0.08
169171,-7.62,0.08
169172,-7.87,0.08
169173,-7.86,0.08
169174,-7.69,0.08
169175,-7.78,0.08
169176,-7.94,0.08
169177,-7.9,0.08
169178,-7.89,0.08
169179,-8.03,0.08
169180,-8.06,0.08
169181,-8.03,0.08
169182,-8.12,0.08
169183,-8.09,0.08
169184,-7.92,0.08
169185,-8.11,0.08
169186,-8.11,0.08
169187,-8.26,0.08
169188,-8.43,0.08
169189,-8.1,0.08
169190,-8.21,0.08
169191,-8.19,0.08
169192,-8.27,0.08
169193,-8.28,0.08
169194,-8.4,0.08
169195,-8.55,0.08
169196,-8.59,0.08
169197,-8.62,0.08
169198,-8.63,0.08
169199,-8.62,0.08
169200,-8.34,0.08
169201,-8.99,0.08
169202,-8.81,0.08
169203,-8.81,0.08
169204,-8.78,0.08
169205,-8.82,0.08
169206,-8.75,0.08
169207,-8.79,0.08
169208,-8.84,0.08
169209,-8.87,0.08
169210,-8.9,0.08
169211,-8.93,0.08
169212,-8.88,0.08
169213,-8.9,0.08
169214,-8.92,0.08
169215,-9.21,0.08
169216,-9.1,0.08
169217,-9.12,0.08
169218,-9.09,0.08
169219,-9.27,0.08
169220,-9.13,0.08
169221,-9.23,0.08
169222,-9.19,0.08
169223,-9.28,0.08
169224,-9.34,0.08
169225,-9.28,0.08
169226,-9.19,0.08
169227,-9.4,0.08
169228,-9.38,0.08
169229,-9.4,0.08
169230,-9.55,0.08
169231,-9.55,0.08
169232,-9.49,0.08
169233,-9.47,0.08
169234,-9.68,0.08
169235,-9.45,0.08
169236,-9.48,0.08
169237,-9.47,0.08
169238,-9.58,0.08
169239,-9.71,0.08
169240,-9.72,0.08
169241,-9.81,0.08
169242,-9.67,0.08
169243,-9.52,0.08
169244,-9.73,0.08
169245,-9.64,0.08
169246,-9.75,0.08
169247,-9.69,0.08
169248,-9.53,0.08
169249,-9.76,0.08
169250,-9.69,0.08
169251,-9.6,0.08
169252,-9.66,0.08
169253,-9.7,0.08
169254,-9.83,0.08
169255,-9.75,0.08
169256,-9.83,0.08
169257,-9.81,0.08
169258,-9.84,0.08
169259,-9.82,0.08
169260,-9.85,0.08
169261,-9.84,0.08
169262,-9.73,0.08
169263,-9.82,0.08
169264,-9.94,0.08
169265,-9.85,0.08
169266,-9.89,0.08
169267,-9.86,0.08
169268,-9.85,0.08
169269,-9.87,0.08
169270,-9.89,0.08
169271,-9.94,0.08
169272,-9.93,0.08
169273,-9.91,0.08
169274,-9.84,0.08
169275,-9.97,0.08
169276,-10.17,0.08
169277,-9.91,0.08
169278,-10.05,0.08
169279,-9.89,0.08
169280,-9.79,0.08
169281,-9.92,0.08
169282,-9.95,0.08
169283,-9.91,0.08
169284,-9.94,0.08
169285,-9.89,0.08
169286,-9.93,0.08
169287,-9.98,0.08
169288,-10.01,0.08
169289,-9.88,0.08
169290,-9.95,0.08
169291,-9.99,0.08
169292,-10.05,0.08
169293,-10.02,0.08
169294,-10.13,0.08
169295,-9.93,0.08
169296,-9.89,0.08
169297,-9.88,0.08
169298,-9.92,0.08
169299,-9.88,0.08
169300,-10.01,0.08
169301,-10.05,0.08
169302,-9.81,0.08
169303,-10.04,0.08
169304,-9.82,0.08
169305,-10.05,0.08
169306,-9.86,0.08
169307,-9.89,0.08
169308,-9.97,0.08
169309,-9.88,0.08
169310,-9.93,0.08
169311,-10.03,0.08
169312,-10.13,0.08
169313,-9.99,0.08
169314,-9.98,0.08
169315,-10.02,0.08
169316,-10.11,0.08
169317,-10.12,0.08
169318,-9.99,0.08
169319,-9.96,0.08
169320,-9.94,0.08
169321,-10.03,0.08
169322,-10.21,0.08
169323,-10.08,0.08
169324,-10,0.08
169325,-10.1,0.08
169326,-10.13,0.08
169327,-10.07,0.08
169328,-10.04,0.08
169329,-10.1,0.08
169330,-10.23,0.08
169331,-10.05,0.08
169332,-10,0.08
169333,-10.01,0.08
169334,-10.06,0.08
169335,-9.98,0.08
169336,-10.15,0.08
169337,-10.09,0.08
169338,-10.16,0.08
169339,-9.94,0.08
169340,-10.11,0.08
169341,-10.16,0.08
169342,-9.91,0.08
169343,-10.19,0.08
169344,-10.11,0.08
169345,-10.1,0.08
169346,-10,0.08
169347,-10.03,0.08
169348,-10.09,0.08
169349,-10.02,0.08
169350,-10.07,0.08
169351,-10.12,0.08
169352,-10.11,0.08
169353,-10.09,0.08
169354,-10.06,0.08
169355,-10.17,0.08
169356,-10.05,0.08
169357,-10.12,0.08
169358,-10.03,0.08
169359,-10.03,0.08
169360,-9.98,0.08
169361,-10.18,0.08
169362,-10.01,0.08
169363,-10.03,0.08
169364,-10.22,0.08
169365,-10.1,0.08
169366,-10.09,0.08
169367,-10.12,0.08
169368,-9.97,0.08
169369,-10.06,0.08
169370,-9.93,0.08
169371,-9.96,0.08
169372,-10.04,0.08
169373,-9.99,0.08
169374,-9.9,0.08
169375,-10.09,0.08
169376,-10,0.08
169377,-10.02,0.08
169378,-10.03,0.08
169379,-10.05,0.08
169380,-10.05,0.08
169381,-10.07,0.08
169382,-9.87,0.08
169383,-9.95,0.08
169384,-9.97,0.08
169385,-9.92,0.08
169386,-9.66,0.08
169387,-9.74,0.08
169388,-9.68,0.08
169389,-9.62,0.08
169390,-9.72,0.08
169391,-9.58,0.08
169392,-9.78,0.08
169393,-9.63,0.08
169394,-9.73,0.08
169395,-9.7,0.08
169396,-9.75,0.08
169397,-9.73,0.08
169398,-9.68,0.08
169399,-9.78,0.08
169400,-9.74,0.08
169401,-9.67,0.08
169402,-9.76,0.08
169403,-9.63,0.08
169404,-9.74,0.08
169405,-9.65,0.08
169406,-9.63,0.08
169407,-9.54,0.08
169408,-9.56,0.08
169409,-9.55,0.08
169410,-9.58,0.08
169411,-9.58,0.08
169412,-9.6,0.08
169413,-9.51,0.08
169414,-9.61,0.08
169415,-9.59,0.08
169416,-9.71,0.08
169417,-9.67,0.08
169418,-9.64,0.08
169419,-9.58,0.08
169420,-9.55,0.08
169421,-9.66,0.08
169422,-9.54,0.08
169423,-9.56,0.08
169424,-9.57,0.08
169425,-9.5,0.08
169426,-9.58,0.08
169427,-9.72,0.08
169428,-9.68,0.08
169429,-9.57,0.08
169430,-9.58,0.08
169431,-9.55,0.08
169432,-9.57,0.08
169433,-9.63,0.08
169434,-9.68,0.08
169435,-9.73,0.08
169436,-9.79,0.08
169437,-9.56,0.08
169438,-9.73,0.08
169439,-9.64,0.08
169440,-9.53,0.08
169441,-9.59,0.08
169442,-9.72,0.08
169443,-9.56,0.08
169444,-9.54,0.08
169445,-9.56,0.08
169446,-9.6,0.08
169447,-9.61,0.08
169448,-9.66,0.08
169449,-9.68,0.08
169450,-9.62,0.08
169451,-9.43,0.08
169452,-9.52,0.08
169453,-9.58,0.08
