sample_id,d18o_measurement,d18o_precision
303264,-8.36987074859,0.08
303265,-8.13952451101,0.08
303266,-8.05342227372,0.08
303267,-7.96524810838,0.08
303268,-8.01636595054,0.08
303269,-8.13807642652,0.08
303270,-8.32142017136,0.08
303271,-8.38241551971,0.08
303272,-8.24944768779,0.08
303273,-8.29828501179,0.08
303274,-8.23136677599,0.08
303275,-8.15640570674,0.08
303276,-8.01625719184,0.08
303277,-8.12935594452,0.08
303278,-8.09949605579,0.08
303279,-8.18351393019,0.08
303280,-8.21373853375,0.08
303281,-8.12154993435,0.08
303282,-8.07831613958,0.08
303283,-8.0981295808,0.08
303284,-8.14572463746,0.08
303285,-8.09192588207,0.08
303286,-8.11621613566,0.08
303287,-8.22980836991,0.08
303288,-8.14784144321,0.08
303289,-8.16277920748,0.08
303290,-8.18230286325,0.08
303291,-8.20194327958,0.08
303292,-8.1930917334,0.08
303293,-8.24398179984,0.08
303294,-8.33932947959,0.08
303295,-8.12989115506,0.08
303296,-7.9976811926,0.08
303297,-7.95255296686,0.08
303298,-8.03446983551,0.08
303299,-8.19757051312,0.08
303300,-7.99264425268,0.08
303301,-8.47254446655,0.08
303302,-8.31667798369,0.08
303303,-8.37135541387,0.08
303304,-8.55727551568,0.08
303305,-8.46471520004,0.08
303306,-8.45326496194,0.08
303307,-8.41402801896,0.08
303308,-8.43635291307,0.08
303309,-8.69380987881,0.08
303310,-8.72652900122,0.08
303311,-8.46943911996,0.08
303312,-8.32384579717,0.08
303313,-8.25377626169,0.08
303314,-8.13498331349,0.08
303315,-8.32628053058,0.08
303316,-8.3303884071,0.08
303317,-8.1912494938,0.08
303318,-8.51172823216,0.08
303319,-8.65350501057,0.08
303320,-8.63808839704,0.08
303321,-9.10625346692,0.08
303322,-8.9794992138,0.08
303323,-9.93782287181,0.08
303324,-8.86958937844,0.08
303325,-8.6446868459,0.08
303326,-8.90323449924,0.08
303327,-9.53507365924,0.08
303328,-9.93485137364,0.08
303329,-8.78180992477,0.08
303330,-8.78328838944,0.08
303331,-9.18238190984,0.08
303332,-8.81780025844,0.08
303333,-8.90714494202,0.08
303334,-8.77502442873,0.08
303335,-8.86291621624,0.08
303336,-8.67244907212,0.08
303337,-8.66908668816,0.08
303338,-8.57264191592,0.08
303339,-8.44759740883,0.08
303340,-8.37662605113,0.08
303341,-8.05149377106,0.08
303342,-7.86305912954,0.08
303343,-7.96055141555,0.08
303344,-8.15320949126,0.08
303345,-7.98678553426,0.08
303346,-8.25608329181,0.08
303347,-8.12578759829,0.08
303348,-8.04110024798,0.08
303349,-7.88847505309,0.08
303350,-8.0004086807,0.08
303351,-8.10713377037,0.08
303352,-8.21216025016,0.08
303353,-8.26072966746,0.08
303354,-8.27762642951,0.08
303355,-8.17550975674,0.08
303356,-8.13314637723,0.08
303357,-8.12781557043,0.08
303358,-8.00809833041,0.08
303359,-8.22131866145,0.08
303360,-7.97763505541,0.08
303361,-8.11210756578,0.08
303362,-8.1720858131,0.08
303363,-8.13542212533,0.08
303364,-8.16874735105,0.08
303365,-8.29592524397,0.08
303366,-8.30683929309,0.08
303367,-8.14703226954,0.08
303368,-8.21266197015,0.08
303369,-8.10535877682,0.08
303370,-8.27065322956,0.08
303371,-8.30255974235,0.08
303372,-8.1982442415,0.08
303373,-8.06560564329,0.08
303374,-8.06914287184,0.08
303375,-8.01788671092,0.08
303376,-7.87505282638,0.08
303377,-7.80721218948,0.08
303378,-7.84505070952,0.08
303379,-7.96338100894,0.08
303380,-7.9994800909,0.08
303381,-7.96436150634,0.08
303382,-8.01979276284,0.08
303383,-8.10304844052,0.08
303384,-8.26010749552,0.08
303385,-8.04866161495,0.08
303386,-7.97149298467,0.08
303387,-7.94286446658,0.08
303388,-7.91525948169,0.08
303389,-7.97990498406,0.08
303390,-7.81452948135,0.08
303391,-8.01719077003,0.08
303392,-7.99658346298,0.08
303393,-8.14784002707,0.08
303394,-8.19856022842,0.08
303395,-8.14976285349,0.08
303396,-8.14090812647,0.08
303397,-8.07238385133,0.08
303398,-8.13756597029,0.08
303399,-8.17579802594,0.08
303400,-8.34956207747,0.08
303401,-8.21398973069,0.08
303402,-8.4850964436,0.08
303403,-8.58140380707,0.08
303404,-8.58057279855,0.08
303405,-8.31555960334,0.08
303406,-8.550750335,0.08
303407,-8.31590732939,0.08
303408,-8.31613639996,0.08
303409,-8.14996068579,0.08
303410,-8.24702779431,0.08
303411,-8.35015702015,0.08
303412,-8.18702582464,0.08
303413,-8.27298946372,0.08
303414,-8.14325307079,0.08
303415,-8.091836331,0.08
303416,-8.17320694174,0.08
303417,-8.20067227485,0.08
303418,-8.16639421485,0.08
303419,-8.09521084961,0.08
303420,-7.96494162191,0.08
303421,-8.1553765889,0.08
303422,-7.97880230642,0.08
303423,-7.97663111106,0.08
303424,-7.9473339007,0.08
303425,-7.97465095863,0.08
303426,-7.99757167905,0.08
303427,-8.09925581138,0.08
303428,-8.4512187133,0.08
303429,-8.14498649243,0.08
303430,-8.18802079495,0.08
303431,-8.2722456433,0.08
303432,-8.13213538103,0.08
303433,-8.4713098659,0.08
303434,-8.38668829971,0.08
303435,-8.32064320543,0.08
303436,-8.43593558521,0.08
303437,-8.17848361213,0.08
303438,-8.17061737394,0.08
303439,-7.99887092582,0.08
303440,-8.10052709747,0.08
303441,-8.29161332676,0.08
303442,-8.44387321,0.08
303443,-8.31514665284,0.08
303444,-8.1960466041,0.08
303445,-8.10615503993,0.08
303446,-7.92023435491,0.08
303447,-7.98187939608,0.08
303448,-7.96157842827,0.08
303449,-8.05865250103,0.08
303450,-8.04420101138,0.08
303451,-8.03408663088,0.08
303452,-8.16872834655,0.08
303453,-8.15997838091,0.08
303454,-8.16311082128,0.08
303455,-8.01142933533,0.08
303456,-8.00370843163,0.08
303457,-7.86908503436,0.08
303458,-7.95852824557,0.08
303459,-8.1590870894,0.08
303460,-8.18659949262,0.08
303461,-8.10128891527,0.08
303462,-8.04993653947,0.08
303463,-8.0695150043,0.08
303464,-8.12610793901,0.08
303465,-7.91636276403,0.08
303466,-8.04477532231,0.08
303467,-8.22256067482,0.08
303468,-8.02225543799,0.08
303469,-7.96169112988,0.08
303470,-8.09824777499,0.08
303471,-8.11356999358,0.08
303472,-8.16235099665,0.08
303473,-8.17234858159,0.08
303474,-8.24362762131,0.08
303475,-8.09926061736,0.08
303476,-8.16975705732,0.08
303477,-8.18755199719,0.08
303478,-8.09749628893,0.08
303479,-8.24884691188,0.08
303480,-8.09253557373,0.08
303481,-8.08435805952,0.08
303482,-8.27439881572,0.08
303483,-8.1758397071,0.08
303484,-8.18410677954,0.08
303485,-8.29027617238,0.08
303486,-8.22032795189,0.08
303487,-8.28764239946,0.08
303488,-8.27478127746,0.08
303489,-8.26585315545,0.08
303490,-8.23018638906,0.08
303491,-8.08487843594,0.08
303492,-8.06526577278,0.08
303493,-8.21164313261,0.08
303494,-8.21456935305,0.08
303495,-8.26506223538,0.08
303496,-8.38860502716,0.08
303497,-8.36226079031,0.08
303498,-8.39744634939,0.08
303499,-8.39050217564,0.08
303500,-8.28239575556,0.08
303501,-8.16517376545,0.08
303502,-8.37233824518,0.08
303503,-8.2225932127,0.08
303504,-8.37731381076,0.08
303505,-8.23934281729,0.08
303506,-8.3555881846,0.08
303507,-8.16085316413,0.08
303508,-8.1242876308,0.08
303509,-8.09287021305,0.08
303510,-8.06621360635,0.08
303511,-7.87062383455,0.08
303512,-7.97642075674,0.08
303513,-8.0786293324,0.08
303514,-8.01118796382,0.08
303515,-8.08054808927,0.08
303516,-8.12333790642,0.08
303517,-8.01527335779,0.08
303518,-8.09804080793,0.08
303519,-8.14190223157,0.08
303520,-8.17054160102,0.08
303521,-8.33230411404,0.08
303522,-8.15810315347,0.08
303523,-8.10139768663,0.08
303524,-7.99172529652,0.08
303525,-8.09571581193,0.08
303526,-8.03969258343,0.08
303527,-8.1462099367,0.08
303528,-8.25132687827,0.08
303529,-8.22319089491,0.08
303530,-8.23063346528,0.08
303531,-8.21013703291,0.08
303532,-8.23493378334,0.08
303533,-8.17583348815,0.08
303534,-8.07672373544,0.08
303535,-8.12929919372,0.08
303536,-8.02286424285,0.08
303537,-7.98369841507,0.08
303538,-7.84866322866,0.08
303539,-7.94176361798,0.08
303540,-7.81529304947,0.08
303541,-7.84030536747,0.08
303542,-7.7649046144,0.08
303543,-7.8378930006,0.08
303544,-7.8760000841,0.08
303545,-7.93775689127,0.08
303546,-7.86502479123,0.08
303547,-8.00316255979,0.08
303548,-8.07637897636,0.08
303549,-8.01243192303,0.08
303550,-8.13147708433,0.08
303551,-8.01751119741,0.08
303552,-8.1387481359,0.08
303553,-8.24473478847,0.08
303554,-8.42667000435,0.08
303555,-8.39851790626,0.08
303556,-8.40898071,0.08
303557,-8.64137808931,0.08
303558,-8.44279206855,0.08
303559,-8.58875267259,0.08
303560,-8.57955647189,0.08
303561,-8.69254636825,0.08
303562,-8.54308443724,0.08
303563,-8.39018655533,0.08
303564,-8.44245453567,0.08
303565,-8.40849021569,0.08
303566,-8.45513538279,0.08
303567,-8.28583261621,0.08
303568,-8.15912335369,0.08
303569,-8.21758150968,0.08
303570,-8.38409908497,0.08
303571,-8.18865007992,0.08
303572,-8.330205671,0.08
303573,-8.23205949968,0.08
303574,-8.25415405107,0.08
303575,-8.4590980071,0.08
303576,-8.3225126705,0.08
303577,-8.23300895595,0.08
303578,-8.30955482937,0.08
303579,-8.40730225586,0.08
303580,-8.30790092546,0.08
303581,-8.4021104169,0.08
303582,-8.42330520234,0.08
303583,-8.66809786797,0.08
303584,-8.73752057552,0.08
303585,-9.11037733557,0.08
303586,-8.98259652019,0.08
303587,-8.90523054288,0.08
303588,-8.71561279969,0.08
303589,-8.78705477084,0.08
303590,-8.79350582577,0.08
303591,-8.59606640278,0.08
303592,-8.45924970561,0.08
303593,-8.50317196582,0.08
303594,-8.56730036765,0.08
303595,-8.42844052972,0.08
303596,-8.42598680078,0.08
303597,-8.43146557071,0.08
303598,-8.43862644671,0.08
303599,-8.52134294361,0.08
303600,-8.45989968491,0.08
303601,-8.51531773361,0.08
303602,-8.27400985048,0.08
303603,-8.15658066483,0.08
303604,-8.21103904742,0.08
303605,-8.39429580818,0.08
303606,-8.24919970954,0.08
303607,-8.25848339427,0.08
303608,-8.40849309151,0.08
303609,-8.59672431325,0.08
303610,-8.71703363685,0.08
303611,-8.61913117228,0.08
303612,-8.50795077426,0.08
303613,-8.32137850355,0.08
303614,-8.65432917466,0.08
303615,-8.34604956998,0.08
303616,-8.25453568146,0.08
303617,-8.32027775498,0.08
303618,-8.34401466841,0.08
303619,-8.15909787919,0.08
303620,-8.16155904369,0.08
303621,-8.05401791762,0.08
303622,-8.20918697234,0.08
303623,-8.28139713562,0.08
303624,-8.22686125482,0.08
303625,-8.36933895287,0.08
303626,-8.40149872796,0.08
303627,-8.35488467503,0.08
303628,-8.36191326143,0.08
303629,-8.27762262222,0.08
303630,-8.36070580021,0.08
303631,-8.41844171963,0.08
303632,-8.33803364946,0.08
303633,-8.45127003388,0.08
303634,-8.25434481019,0.08
303635,-8.28554506606,0.08
303636,-8.26750844767,0.08
303637,-8.15065422654,0.08
303638,-8.10290605544,0.08
303639,-8.21673823676,0.08
303640,-8.13685502772,0.08
303641,-8.17325114497,0.08
303642,-8.2713582065,0.08
303643,-8.14418665479,0.08
303644,-8.11450915731,0.08
303645,-8.24606291231,0.08
303646,-8.42485301733,0.08
303647,-8.24849269442,0.08
303648,-8.72209431334,0.08
303649,-8.39959677367,0.08
303650,-9.38075498683,0.08
303651,-9.63029008551,0.08
303652,-8.84056283888,0.08
303653,-8.52844577324,0.08
303654,-8.63757201756,0.08
303655,-8.56810174236,0.08
303656,-8.49789154389,0.08
303657,-8.49401024816,0.08
303658,-8.61977265183,0.08
303659,-8.49388281419,0.08
303660,-8.53972959041,0.08
303661,-8.75546903501,0.08
303662,-8.30870102709,0.08
303663,-8.34828871812,0.08
303664,-8.49496372296,0.08
303665,-8.15565349434,0.08
303666,-8.49223347507,0.08
303667,-8.47457059583,0.08
303668,-8.5651708154,0.08
303669,-8.52349318067,0.08
303670,-8.6115926258,0.08
303671,-8.38957049283,0.08
303672,-8.40772084778,0.08
303673,-8.34274523911,0.08
303674,-8.63380135237,0.08
303675,-8.59025948402,0.08
303676,-8.61428096958,0.08
303677,-8.77198211144,0.08
303678,-8.77331700664,0.08
303679,-8.66026178361,0.08
303680,-8.65015954343,0.08
303681,-8.61977899011,0.08
303682,-8.65868026112,0.08
303683,-8.57259183366,0.08
303684,-8.44960703873,0.08
303685,-8.56811409679,0.08
303686,-8.50091820032,0.08
303687,-8.50765854916,0.08
303688,-8.57705293469,0.08
303689,-8.75595824549,0.08
303690,-8.66195141829,0.08
303691,-8.76879765951,0.08
303692,-8.76416817158,0.08
303693,-8.86273156372,0.08
303694,-8.86807959624,0.08
303695,-8.83526471385,0.08
303696,-8.67647419838,0.08
303697,-8.67854107002,0.08
303698,-8.57431745423,0.08
303699,-8.5714706576,0.08
303700,-8.47614240846,0.08
303701,-8.5633688437,0.08
303702,-8.28748005728,0.08
303703,-8.35444954913,0.08
303704,-8.25506127461,0.08
303705,-8.39097762639,0.08
303706,-8.43924365485,0.08
303707,-8.53180507476,0.08
303708,-8.65947268556,0.08
303709,-8.55884158751,0.08
303710,-8.62478641747,0.08
303711,-8.59686247671,0.08
303712,-8.45383106803,0.08
303713,-8.39097478457,0.08
303714,-8.44947202511,0.08
303715,-8.26679543485,0.08
303716,-8.33070665484,0.08
303717,-8.53237123706,0.08
303718,-8.22817313413,0.08
303719,-8.45073997842,0.08
303720,-8.4541292893,0.08
303721,-8.21882093066,0.08
303722,-8.28429316358,0.08
303723,-8.26968495036,0.08
303724,-8.28503683659,0.08
303725,-8.19559435506,0.08
303726,-8.33144275152,0.08
303727,-8.20751824755,0.08
303728,-8.19873244087,0.08
303729,-8.12376752402,0.08
303730,-8.20024237914,0.08
303731,-8.24147162369,0.08
303732,-8.25760416574,0.08
303733,-8.22106246,0.08
303734,-8.20092171192,0.08
303735,-8.44239163121,0.08
303736,-8.31235468436,0.08
303737,-8.30650834285,0.08
303738,-8.38227441685,0.08
303739,-8.40277850529,0.08
303740,-8.64208618159,0.08
303741,-8.53183209099,0.08
303742,-8.3886250181,0.08
303743,-8.32994879883,0.08
303744,-8.42636189829,0.08
303745,-8.48330317509,0.08
303746,-8.63186066541,0.08
303747,-8.4312165013,0.08
303748,-8.17505943968,0.08
303749,-8.58201694241,0.08
303750,-8.48962237863,0.08
303751,-8.45049563417,0.08
303752,-8.67403682669,0.08
303753,-8.61781072004,0.08
303754,-8.65362215463,0.08
303755,-8.67000085588,0.08
303756,-8.51435380633,0.08
303757,-8.54121624091,0.08
303758,-8.32678140455,0.08
303759,-8.36718271781,0.08
303760,-8.33531815014,0.08
303761,-8.42592198819,0.08
303762,-8.34899485025,0.08
303763,-8.25048563899,0.08
303764,-8.24928007153,0.08
303765,-8.26016352933,0.08
303766,-8.39372449524,0.08
303767,-8.36098577738,0.08
303768,-8.24103002329,0.08
303769,-8.27911237292,0.08
303770,-8.36612132749,0.08
303771,-8.16034763768,0.08
303772,-8.33077243547,0.08
303773,-8.283471645,0.08
303774,-8.42984398729,0.08
303775,-8.39206231928,0.08
303776,-8.5595370588,0.08
303777,-8.53782584222,0.08
303778,-8.43136283103,0.08
303779,-8.38066171301,0.08
303780,-8.26412159406,0.08
303781,-7.97073013491,0.08
303782,-8.09996851529,0.08
303783,-8.15836287159,0.08
303784,-8.103423693,0.08
303785,-8.07508477599,0.08
303786,-8.22599375497,0.08
303787,-8.16330084808,0.08
303788,-8.41654892613,0.08
303789,-8.22447657917,0.08
303790,-7.89735791371,0.08
303791,-7.91190808797,0.08
303792,-8.29418663283,0.08
303793,-8.62443865298,0.08
303794,-8.50864223367,0.08
303795,-8.69616817899,0.08
303796,-8.4154742749,0.08
303797,-8.3969357269,0.08
303798,-8.43895741035,0.08
303799,-8.4594221692,0.08
303800,-8.69121727037,0.08
303801,-8.72116216908,0.08
303802,-8.46673951298,0.08
303803,-8.37259268209,0.08
303804,-8.39834554987,0.08
303805,-8.44023890653,0.08
303806,-8.3536327465,0.08
303807,-8.40554829593,0.08
303808,-8.51800308474,0.08
303809,-8.35977717856,0.08
303810,-8.35590798494,0.08
303811,-8.38573672828,0.08
303812,-8.56334719973,0.08
303813,-8.35848025076,0.08
303814,-8.24001171127,0.08
303815,-8.35503423784,0.08
303816,-8.3926380638,0.08
303817,-8.46684681147,0.08
303818,-8.45500539844,0.08
303819,-8.36440157309,0.08
303820,-8.06346714284,0.08
303821,-8.06700495018,0.08
303822,-8.06787491182,0.08
303823,-8.08877004192,0.08
303824,-8.15458463922,0.08
303825,-8.22072495368,0.08
303826,-8.24958652539,0.08
303827,-8.20888527941,0.08
303828,-8.3215474022,0.08
303829,-8.29409829784,0.08
303830,-8.21147717889,0.08
303831,-8.41947025577,0.08
303832,-8.17936716574,0.08
303833,-8.24054691775,0.08
303834,-8.11688624767,0.08
303835,-8.15263825135,0.08
303836,-8.30515047708,0.08
326061,-8.843,0.06
326062,-8.779,0.06
326063,-8.682,0.06
326064,-8.436,0.06
326065,-8.482,0.06
326066,-8.718,0.06
326067,-9.061,0.06
326068,-9.032,0.06
326069,-9.158,0.06
326070,-9.126,0.06
326071,-9.447,0.06
326072,-9.378,0.06
326073,-9.096,0.06
326074,-9.063,0.06
326075,-8.924,0.06
326076,-9.082,0.06
326077,-9.069,0.06
326078,-9.154,0.06
326079,-8.79,0.06
326080,-8.813,0.06
326081,-8.837,0.06
326082,-8.776,0.06
326083,-8.871,0.06
326084,-8.836,0.06
326085,-8.657,0.06
326086,-8.5,0.06
326087,-8.384,0.06
326088,-8.609,0.06
326089,-8.431,0.06
326090,-8.606,0.06
326091,-8.506,0.06
326092,-8.647,0.06
326093,-8.673,0.06
326094,-8.664,0.06
326095,-8.388,0.06
326096,-8.36,0.06
326097,-8.367,0.06
326098,-8.12,0.06
326099,-8.2,0.06
326100,-8.106,0.06
326101,-8.009,0.06
326102,-7.99,0.06
326103,-7.951,0.06
326104,-8.102,0.06
326105,-8.001,0.06
326106,-7.895,0.06
326107,-7.794,0.06
326108,-7.898,0.06
326109,-8.058,0.06
326110,-8.279,0.06
326111,-8.024,0.06
326112,-7.925,0.06
326113,-7.909,0.06
326114,-8.098,0.06
326115,-7.73,0.06
326116,-7.756,0.06
326117,-7.78,0.06
326118,-7.833,0.06
326119,-7.69,0.06
326120,-7.774,0.06
326121,-7.596,0.06
326122,-7.597,0.06
326123,-7.555,0.06
326124,-7.581,0.06
326125,-7.426,0.06
326126,-7.386,0.06
326127,-7.169,0.06
326128,-7.038,0.06
326129,-7.004,0.06
326130,-7.1,0.06
326131,-6.929,0.06
326132,-6.892,0.06
326133,-6.858,0.06
326134,-7.742,0.06
326135,-6.759,0.06
326136,-6.804,0.06
326137,-6.704,0.06
326138,-6.733,0.06
326139,-6.588,0.06
326140,-6.586,0.06
326141,-6.665,0.06
326142,-6.711,0.06
326143,-6.633,0.06
326144,-6.426,0.06
326145,-6.56,0.06
326146,-6.461,0.06
326147,-6.75,0.06
326148,-6.541,0.06
326149,-6.487,0.06
326150,-6.409,0.06
326151,-6.49,0.06
326152,-6.2,0.06
326153,-6.386,0.06
326154,-6.68,0.06
326155,-6.435,0.06
326156,-6.759,0.06
326157,-6.436,0.06
326158,-6.63,0.06
326159,-6.753,0.06
326160,-6.514,0.06
326161,-6.67,0.06
326162,-6.711,0.06
326163,-6.742,0.06
326164,-6.921,0.06
326165,-6.816,0.06
326166,-6.788,0.06
326167,-7,0.06
326168,-7.227,0.06
326169,-7.244,0.06
326170,-7.357,0.06
326171,-7.33,0.06
326172,-7.477,0.06
326173,-7.596,0.06
326174,-7.769,0.06
326175,-7.545,0.06
326176,-7.577,0.06
326177,-7.684,0.06
326178,-7.82,0.06
326179,-8.045,0.06
326180,-7.885,0.06
326181,-8.088,0.06
326182,-8.076,0.06
326183,-8.191,0.06
326184,-8.304,0.06
326185,-8.449,0.06
326186,-8.285,0.06
326187,-8.537,0.06
326188,-8.368,0.06
326189,-8.714,0.06
326190,-8.829,0.06
326191,-8.729,0.06
326192,-8.91,0.06
326193,-9.028,0.06
326194,-8.889,0.06
326195,-8.849,0.06
326196,-8.941,0.06
326197,-8.935,0.06
326198,-9.142,0.06
326199,-8.929,0.06
326200,-8.833,0.06
326201,-8.748,0.06
326202,-8.629,0.06
326203,-8.782,0.06
326204,-8.744,0.06
326205,-8.688,0.06
326206,-8.763,0.06
326207,-8.804,0.06
326208,-8.774,0.06
326209,-8.757,0.06
326210,-8.668,0.06
326211,-8.661,0.06
326212,-8.637,0.06
326213,-8.707,0.06
326214,-8.619,0.06
326215,-8.721,0.06
326216,-8.785,0.06
326217,-8.629,0.06
326218,-8.519,0.06
326219,-8.741,0.06
326220,-9.167,0.06
326221,-9.313,0.06
326222,-9.346,0.06
326223,-9.129,0.06
326224,-9.174,0.06
326225,-9.071,0.06
326226,-9.266,0.06
326227,-9.203,0.06
326228,-9.219,0.06
326229,-9.184,0.06
326230,-9.186,0.06
326231,-9.108,0.06
326232,-9.183,0.06
326233,-9.259,0.06
326234,-9.224,0.06
326235,-9.128,0.06
326236,-9.153,0.06
326237,-9.142,0.06
326238,-9.481,0.06
326239,-9.533,0.06
326240,-9.385,0.06
326241,-9.896,0.06
326242,-9.16,0.06
326243,-10.175,0.06
326244,-10.378,0.06
326245,-10.48,0.06
326246,-10.216,0.06
326247,-10.475,0.06
326248,-10.519,0.06
326249,-10.346,0.06
326250,-10.381,0.06
326251,-10.471,0.06
326252,-10.389,0.06
326253,-10.423,0.06
326254,-10.504,0.06
326255,-10.367,0.06
326256,-10.354,0.06
326257,-10.41,0.06
326258,-10.346,0.06
326259,-10.552,0.06
326260,-10.196,0.06
326261,-10.389,0.06
326262,-10.233,0.06
326263,-10.34,0.06
326264,-10.337,0.06
326265,-10.485,0.06
326266,-10.572,0.06
326267,-10.322,0.06
326268,-10.381,0.06
326269,-10.319,0.06
326270,-10.454,0.06
326271,-10.419,0.06
326272,-10.468,0.06
326273,-10.785,0.06
326274,-10.718,0.06
326275,-10.614,0.06
326276,-10.669,0.06
326277,-10.384,0.06
326278,-10.62,0.06
326279,-10.595,0.06
326280,-10.599,0.06
326281,-10.513,0.06
326282,-10.407,0.06
326283,-10.595,0.06
326284,-10.659,0.06
326285,-10.627,0.06
326286,-10.562,0.06
326287,-10.589,0.06
326288,-10.752,0.06
326289,-10.674,0.06
326290,-10.549,0.06
326291,-10.436,0.06
326292,-10.401,0.06
326293,-10.444,0.06
326294,-10.513,0.06
326295,-10.529,0.06
326296,-10.462,0.06
326297,-10.464,0.06
326298,-10.122,0.06
326299,-10.21,0.06
326300,-10.353,0.06
326301,-10.699,0.06
326302,-10.436,0.06
326303,-10.251,0.06
326304,-10.37,0.06
326305,-10.29,0.06
326306,-10.163,0.06
326307,-10.217,0.06
326308,-10.269,0.06
326309,-10.456,0.06
326310,-10.474,0.06
326311,-10.651,0.06
326312,-10.512,0.06
326313,-10.348,0.06
326314,-10.547,0.06
326315,-10.335,0.06
326316,-10.495,0.06
326317,-10.58,0.06
326318,-10.518,0.06
326319,-10.472,0.06
326320,-10.502,0.06
326321,-10.408,0.06
326322,-10.51,0.06
326323,-10.218,0.06
326324,-10.419,0.06
326325,-10.579,0.06
326326,-10.413,0.06
326327,-10.585,0.06
326328,-10.414,0.06
326329,-10.301,0.06
326330,-10.544,0.06
326331,-10.494,0.06
326332,-10.211,0.06
326333,-10.297,0.06
326334,-10.3,0.06
326335,-10.223,0.06
326336,-10.355,0.06
326337,-10.38,0.06
326338,-10.222,0.06
326339,-10.625,0.06
326340,-10.583,0.06
326341,-10.37,0.06
326342,-10.214,0.06
326343,-10.498,0.06
326344,-10.452,0.06
326345,-10.656,0.06
326346,-10.558,0.06
326347,-10.636,0.06
326348,-10.571,0.06
326349,-10.544,0.06
326350,-10.619,0.06
326351,-10.638,0.06
326352,-10.555,0.06
326353,-10.493,0.06
326354,-10.748,0.06
326355,-10.826,0.06
326356,-10.687,0.06
326357,-10.459,0.06
326358,-10.55,0.06
326359,-10.454,0.06
326360,-10.587,0.06
326361,-10.593,0.06
326362,-10.536,0.06
326363,-10.449,0.06
326364,-10.343,0.06
326365,-10.661,0.06
326366,-10.558,0.06
326367,-10.606,0.06
326368,-10.544,0.06
326369,-10.529,0.06
326370,-10.546,0.06
326371,-10.668,0.06
326372,-10.408,0.06
326373,-10.445,0.06
326374,-10.108,0.06
326375,-10.443,0.06
326376,-10.466,0.06
326377,-10.325,0.06
326378,-10.487,0.06
326379,-10.422,0.06
326380,-10.476,0.06
326381,-10.402,0.06
326382,-10.424,0.06
326383,-10.542,0.06
326384,-10.478,0.06
326385,-10.452,0.06
326386,-10.68,0.06
326387,-10.307,0.06
326388,-10.268,0.06
326389,-10.471,0.06
326390,-10.38,0.06
326391,-10.296,0.06
326392,-10.311,0.06
326393,-10.346,0.06
326394,-10.226,0.06
326395,-10.378,0.06
326396,-10.108,0.06
326397,-10.229,0.06
326398,-10.307,0.06
326399,-10.423,0.06
326400,-10.158,0.06
326401,-10.478,0.06
326402,-10.329,0.06
326403,-10.482,0.06
326404,-10.543,0.06
326405,-10.493,0.06
326406,-10.542,0.06
326407,-10.406,0.06
326408,-10.142,0.06
326409,-10.189,0.06
326410,-10.147,0.06
326411,-10.37,0.06
326412,-10.489,0.06
326413,-10.477,0.06
326414,-10.269,0.06
326415,-10.473,0.06
326416,-10.538,0.06
326417,-10.536,0.06
326418,-10.025,0.06
326419,-10.143,0.06
326420,-10.095,0.06
326421,-9.951,0.06
326422,-9.953,0.06
326423,-10.143,0.06
326424,-9.835,0.06
326425,-10.153,0.06
326426,-10.375,0.06
326427,-10.208,0.06
326428,-9.956,0.06
326429,-10.231,0.06
326430,-10.186,0.06
326431,-10.155,0.06
326432,-10.259,0.06
326433,-10.049,0.06
326434,-10.001,0.06
326435,-10.01,0.06
326436,-10.201,0.06
326437,-10.156,0.06
326438,-10.408,0.06
326439,-10.087,0.06
326440,-10.065,0.06
326441,-9.954,0.06
326442,-10.064,0.06
326443,-10.064,0.06
326444,-9.934,0.06
326445,-9.647,0.06
326446,-10.06,0.06
326447,-9.94,0.06
326448,-9.907,0.06
326449,-9.867,0.06
326450,-9.901,0.06
326451,-9.898,0.06
326452,-10.025,0.06
326453,-9.861,0.06
326454,-9.832,0.06
326455,-9.635,0.06
326456,-9.789,0.06
326457,-9.753,0.06
326458,-9.672,0.06
326459,-9.625,0.06
326460,-9.987,0.06
326461,-9.678,0.06
326462,-9.579,0.06
326463,-9.815,0.06
326464,-9.631,0.06
326465,-9.578,0.06
326466,-9.532,0.06
326467,-9.403,0.06
326468,-9.416,0.06
326469,-9.279,0.06
326470,-9.37,0.06
326471,-9.417,0.06
326472,-9.382,0.06
326473,-9.228,0.06
326474,-9.166,0.06
326475,-9.287,0.06
326476,-9.222,0.06
326477,-9.107,0.06
326478,-9.254,0.06
326479,-8.932,0.06
326480,-9.084,0.06
326481,-8.63,0.06
326482,-8.501,0.06
326483,-8.396,0.06
326484,-8.33,0.06
326485,-8.176,0.06
326486,-10.125,0.06
326487,-10.331,0.06
326488,-10.142,0.06
326489,-10.23,0.06
326490,-9.1,0.06
326491,-8.406,0.06
326492,-9.607,0.06
326493,-9.26,0.06
326494,-9.199,0.06
326495,-9.39,0.06
326496,-9.229,0.06
326497,-9.207,0.06
326498,-9.221,0.06
326499,-9.036,0.06
326500,-8.787,0.06
326501,-8.908,0.06
326502,-8.751,0.06
326503,-8.705,0.06
326504,-8.612,0.06
326505,-8.379,0.06
326506,-8.394,0.06
326507,-8.329,0.06
326508,-8.326,0.06
326509,-8.05,0.06
