sample_id,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check
362770,197123.4938,1084.8614,1078.5446,COPRA,not applicable,not applicable
362771,197219.1707,1084.4854,1074.341,COPRA,not applicable,not applicable
362772,197315.5897,1088.3982,1070.3302,COPRA,not applicable,not applicable
362773,197413.1125,1086.1262,1056.7178,COPRA,not applicable,not applicable
362774,197512.1013,1064.7416,1046.314,COPRA,not applicable,not applicable
362775,197612.9177,1059.7231,1040.7333,COPRA,not applicable,not applicable
362776,197715.9239,1042.3116,1032.3087,COPRA,not applicable,not applicable
362777,197821.4818,1029.4605,1024.9626,COPRA,not applicable,not applicable
362778,197929.9531,1012.198,1005.5234,COPRA,not applicable,not applicable
362779,198041.7,1012.4204,988.3569,COPRA,not applicable,not applicable
362780,198157.0843,1011.8927,997.9728,COPRA,not applicable,not applicable
362781,198276.468,1018.4005,1010.4882,COPRA,not applicable,not applicable
362782,198400.2129,1013.9943,1015.3706,COPRA,not applicable,not applicable
362783,198528.6811,1036.802,1035.3321,COPRA,not applicable,not applicable
362784,198662.2343,1057.1564,1071.0197,COPRA,not applicable,not applicable
362785,198946.044,1122.1713,1154.0282,COPRA,not applicable,not applicable
362786,199097.0243,1151.3656,1196.1085,COPRA,not applicable,not applicable
362787,199254.5375,1179.14,1243.1901,COPRA,not applicable,not applicable
362788,199418.9454,1221.0278,1319.9248,COPRA,not applicable,not applicable
362789,199590.61,1276.6419,1379.6431,COPRA,not applicable,not applicable
362790,199769.8933,1334.8567,1441.4996,COPRA,not applicable,not applicable
362791,199957.1572,1404.0462,1516.5118,COPRA,not applicable,not applicable
362792,200152.7635,1461.2707,1585.0394,COPRA,not applicable,not applicable
362793,200357.0743,1543.6735,1657.3178,COPRA,not applicable,not applicable
362794,200570.4515,1613.4738,1723.9957,COPRA,not applicable,not applicable
362795,200793.2569,1688.1428,1786.7362,COPRA,not applicable,not applicable
362796,201025.8526,1771.3171,1841.8179,COPRA,not applicable,not applicable
362797,201268.6004,1856.71,1902.3683,COPRA,not applicable,not applicable
362798,201521.8623,1955.7402,1955.3297,COPRA,not applicable,not applicable
362799,201786.0003,2035.4851,2001.0865,COPRA,not applicable,not applicable
362800,202152.6449,2048.0429,1994.7356,COPRA,not applicable,not applicable
362801,202686.7554,1935.0229,1904.0836,COPRA,not applicable,not applicable
362802,203348.6861,1754.0518,1728.1795,COPRA,not applicable,not applicable
362803,204098.7914,1583.5837,1577.2302,COPRA,not applicable,not applicable
362804,204897.4257,1439.7067,1480.6675,COPRA,not applicable,not applicable
362805,205704.9433,1370.3827,1416.3369,COPRA,not applicable,not applicable
362806,206481.6988,1384.504,1396.2506,COPRA,not applicable,not applicable
362807,207188.0465,1416.7017,1439.0971,COPRA,not applicable,not applicable
362808,207784.3407,1445.473,1468.8801,COPRA,not applicable,not applicable
362809,208230.9359,1436.4263,1387.9814,COPRA,not applicable,not applicable
362810,208582.3597,1383.2811,1304.2344,COPRA,not applicable,not applicable
362811,208919.3544,1348.1737,1226.2252,COPRA,not applicable,not applicable
362812,209241.5964,1325.7258,1188.1579,COPRA,not applicable,not applicable
362813,209548.7625,1340.9904,1205.9686,COPRA,not applicable,not applicable
362814,209840.5289,1380.6497,1239.022,COPRA,not applicable,not applicable
362815,210116.5724,1472.7458,1303.4374,COPRA,not applicable,not applicable
362816,210376.5693,1573.0186,1391.2978,COPRA,not applicable,not applicable
362817,210620.1963,1692.7503,1513.7313,COPRA,not applicable,not applicable
362818,210847.1298,1823.1765,1612.187,COPRA,not applicable,not applicable
362819,211057.0464,1915.2559,1710.3648,COPRA,not applicable,not applicable
362820,211249.6226,2007.0679,1767.611,COPRA,not applicable,not applicable
362821,211424.5348,2047.2206,1765.9546,COPRA,not applicable,not applicable
362822,211581.4597,2070.3624,1710.6532,COPRA,not applicable,not applicable
362823,211728.6492,2040.1099,1634.0965,COPRA,not applicable,not applicable
362824,211874.6277,1957.5681,1569.2269,COPRA,not applicable,not applicable
362825,212019.48,1826.1174,1470.71,COPRA,not applicable,not applicable
362826,212163.2909,1646.5272,1400.3091,COPRA,not applicable,not applicable
362827,212306.1454,1487.167,1336.288,COPRA,not applicable,not applicable
362828,212448.1284,1362.4059,1281.67,COPRA,not applicable,not applicable
362829,212589.3246,1268.7498,1240.1277,COPRA,not applicable,not applicable
362830,212729.8191,1242.2924,1221.8139,COPRA,not applicable,not applicable
362831,212869.6966,1235.9604,1216.5576,COPRA,not applicable,not applicable
362832,213009.042,1262.7037,1258.5395,COPRA,not applicable,not applicable
362833,213147.9402,1302.9787,1271.8873,COPRA,not applicable,not applicable
362834,213296.3899,1323.8689,1280.9453,COPRA,not applicable,not applicable
362835,213462.7452,1311.7167,1277.3873,COPRA,not applicable,not applicable
362836,213644.6242,1294.4742,1249.3843,COPRA,not applicable,not applicable
362837,213839.6451,1264.4268,1238.9218,COPRA,not applicable,not applicable
362838,214045.4261,1248.387,1223.4528,COPRA,not applicable,not applicable
362839,214259.5854,1213.5222,1219.2885,COPRA,not applicable,not applicable
362840,214479.741,1180.2422,1230.6132,COPRA,not applicable,not applicable
362841,214703.5113,1200.8318,1254.0271,COPRA,not applicable,not applicable
362842,214928.5142,1216.9627,1286.8769,COPRA,not applicable,not applicable
362843,215152.3681,1260.0258,1347.8292,COPRA,not applicable,not applicable
362844,215372.6911,1311.6604,1418.2892,COPRA,not applicable,not applicable
362845,215587.1013,1378.9885,1468.9654,COPRA,not applicable,not applicable
362846,215793.2169,1434.0969,1553.0214,COPRA,not applicable,not applicable
362847,215988.6561,1509.6248,1629.6757,COPRA,not applicable,not applicable
362848,216171.037,1558.515,1676.3211,COPRA,not applicable,not applicable
362849,216337.9778,1599.5799,1696.6161,COPRA,not applicable,not applicable
362850,216487.0967,1641.6868,1708.1361,COPRA,not applicable,not applicable
362851,216616.0118,1672.9723,1712.638,COPRA,not applicable,not applicable
362852,216731.8073,1681.4047,1686.8656,COPRA,not applicable,not applicable
362853,216843.3768,1697.1562,1679.5793,COPRA,not applicable,not applicable
362854,216951.0526,1687.4654,1678.9572,COPRA,not applicable,not applicable
362855,217055.1667,1675.8943,1683.7485,COPRA,not applicable,not applicable
362856,217156.0514,1689.1101,1674.1536,COPRA,not applicable,not applicable
362857,217254.0389,1679.5358,1673.195,COPRA,not applicable,not applicable
362858,217349.4614,1687.8885,1681.8035,COPRA,not applicable,not applicable
362859,217442.6512,1697.7303,1696.3924,COPRA,not applicable,not applicable
362860,217533.9404,1725.127,1729.4202,COPRA,not applicable,not applicable
362861,217623.6612,1726.2918,1755.3905,COPRA,not applicable,not applicable
362862,217712.1458,1760.0663,1803.1314,COPRA,not applicable,not applicable
362863,217799.7265,1769.867,1857.936,COPRA,not applicable,not applicable
362864,217886.7355,1789.7429,1910.3598,COPRA,not applicable,not applicable
362865,217973.5049,1827.7417,1996.7452,COPRA,not applicable,not applicable
362866,218060.3669,1868.2583,2104.9558,COPRA,not applicable,not applicable
362867,218147.6539,1901.5453,2202.5862,COPRA,not applicable,not applicable
362868,218235.6979,1956.7828,2279.9693,COPRA,not applicable,not applicable
362869,218324.8312,2004.6266,2392.5925,COPRA,not applicable,not applicable
362870,218415.3859,2059.5427,2519.9284,COPRA,not applicable,not applicable
362871,218507.6944,2122.0554,2637.725,COPRA,not applicable,not applicable
362872,218602.0887,2186.1771,2737.7529,COPRA,not applicable,not applicable
362873,218698.9012,2247.7798,2839.5376,COPRA,not applicable,not applicable
362874,218798.4639,2314.272,2925.7725,COPRA,not applicable,not applicable
362875,218901.1092,2381.3306,3012.7475,COPRA,not applicable,not applicable
362876,219007.1692,2458.684,3104.8185,COPRA,not applicable,not applicable
362877,219116.9761,2536.2334,3187.8857,COPRA,not applicable,not applicable
362878,219230.8621,2621.1766,3264.0291,COPRA,not applicable,not applicable
362879,219349.1595,2704.1424,3324.5323,COPRA,not applicable,not applicable
362880,219472.2004,2778.6392,3408.4591,COPRA,not applicable,not applicable
362881,219600.3171,2868.4052,3476.132,COPRA,not applicable,not applicable
362882,219738.8696,2950.6644,3508.5252,COPRA,not applicable,not applicable
362883,219892.6646,3013.1092,3519.6844,COPRA,not applicable,not applicable
362884,220061.2042,3053.3445,3547.1269,COPRA,not applicable,not applicable
362885,220243.9907,3079.5536,3549.8905,COPRA,not applicable,not applicable
362886,220440.5262,3079.4432,3524.2845,COPRA,not applicable,not applicable
362887,220650.3128,3061.438,3492.5343,COPRA,not applicable,not applicable
362888,220872.8528,3032.7764,3461.2653,COPRA,not applicable,not applicable
362889,221107.6482,3002.4701,3399.6809,COPRA,not applicable,not applicable
362890,221354.2013,2945.5009,3363.8401,COPRA,not applicable,not applicable
362891,221612.0142,2857.6584,3290.2589,COPRA,not applicable,not applicable
362892,221880.589,2784.8212,3225.2753,COPRA,not applicable,not applicable
362893,222159.428,2722.8494,3138.7012,COPRA,not applicable,not applicable
362894,222448.0333,2639.1683,3031.1805,COPRA,not applicable,not applicable
362895,104320.3533,2582.518,2629.5275,COPRA,not applicable,not applicable
362896,105430.0277,2400.4945,2425.395,COPRA,not applicable,not applicable
362897,106535.404,2231.3434,2241.2167,COPRA,not applicable,not applicable
362898,107636.5212,2064.3132,2075.5356,COPRA,not applicable,not applicable
362899,108733.4182,1918.9108,1960.755,COPRA,not applicable,not applicable
362900,109826.1342,1797.193,1832.4466,COPRA,not applicable,not applicable
362901,110914.708,1678.2922,1732.9221,COPRA,not applicable,not applicable
362902,111999.1787,1601.3996,1637.3555,COPRA,not applicable,not applicable
362903,113079.5854,1511.3264,1559.2285,COPRA,not applicable,not applicable
362904,114155.967,1456.1223,1498.9009,COPRA,not applicable,not applicable
362905,115228.3625,1394.7568,1469.921,COPRA,not applicable,not applicable
362906,116296.811,1352.0797,1422.9476,COPRA,not applicable,not applicable
362907,117361.3515,1317.5489,1392.1505,COPRA,not applicable,not applicable
362908,118422.023,1291.5242,1364.6885,COPRA,not applicable,not applicable
362909,119478.8646,1266.7987,1336.0598,COPRA,not applicable,not applicable
362910,120531.9151,1242.6859,1320.433,COPRA,not applicable,not applicable
362911,121581.2137,1238.8887,1290.0355,COPRA,not applicable,not applicable
362912,122626.7993,1207.6032,1260.2116,COPRA,not applicable,not applicable
362913,123668.711,1177.5246,1226.6761,COPRA,not applicable,not applicable
362914,124706.9878,1148.9895,1197.8032,COPRA,not applicable,not applicable
362915,125741.6687,1120.0948,1167.1173,COPRA,not applicable,not applicable
362916,126772.7927,1097.205,1134.1248,COPRA,not applicable,not applicable
362917,127800.3988,1074.0804,1099.1291,COPRA,not applicable,not applicable
362918,128840.435,1026.7344,1033.1549,COPRA,not applicable,not applicable
